Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps
420,6.54787967205047,420,8.20041905830544,420,64,420,0.784177170805297
420.25,6.54467777967453,420.25,8.19708565770491,420.25,64,420.25,0.784113730102043
420.5,12.771452922821,420.5,15.9949149336527,420.5,70,420.5,0.784166071562324
420.75,7.57609526395798,420.75,9.48955411351381,420.75,65,420.75,0.784062100845729
421,18.9828284883499,421,23.7783683156013,421,76,421,0.784025390488695
421.25,15.8631133675575,421.25,19.8721770027693,421.25,73,421.25,0.7839618822653
421.5,14.8190407848358,421.5,18.5632917364454,421.5,72,421.5,0.78400102411033
421.75,12.7401963543892,421.75,15.9551452185273,421.75,70,421.75,0.784196137098306
422,7.55754461765289,422,9.46616012070983,422,65,422,0.784074935775928
422.25,26.1797277474403,422.25,32.7906303142405,422.25,83,422.25,0.784089955001744
422.5,11.6871788024902,422.5,14.6391587507865,422.5,69,422.5,0.78405139108334
422.75,10.6476803517342,422.75,13.3342135344821,422.75,68,422.75,0.784217798856356
423,7.54270410060882,423,9.44560957078069,423,65,423,0.784234579709339
423.25,2.37529947042465,423.25,2.97350142747487,423.25,60,423.25,0.784505675743494
423.5,15.7931291484833,423.5,19.7705071753054,423.5,73,423.5,0.784505951546101
423.75,14.7536306977272,423.75,18.4753372657715,423.75,72,423.75,0.784251310589788
424,8.55907777309417,424,10.7170929411629,424,66,424,0.784328206493007
424.25,17.8312129807472,424.25,22.3259753498142,424.25,75,424.25,0.784364443827588
424.5,2.36945474624634,424.5,2.96584726702736,424.5,60,424.5,0.78459317421611
424.75,11.6354911112785,424.75,14.5698542297606,424.75,69,424.75,0.784291983654274
425,13.6881105184555,425,17.1456982687881,425,71,425,0.784042116028568
425.25,3.39437583446502,425.25,4.25145022235188,425.25,61,425.25,0.784103169494315
425.5,28.064843173027,425.5,35.1479995499883,425.5,85,425.5,0.784172505430622
425.75,13.6648685979843,425.75,17.1115799439125,425.75,71,425.75,0.784266914990155
426,16.7376749658585,426,20.9640378174421,426,74,426,0.784098510223154
426.25,15.7019114255905,426.25,19.6712796704335,426.25,73,426.25,0.783921063860851
426.5,33.1296647882462,426.5,41.4972995309818,426.5,90,426.5,0.784057828766335
426.75,12.6087756586075,426.75,15.795825610966,426.75,70,426.75,0.783939953859915
427,32.0675138044357,427,40.1712730227712,427,89,427,0.78397376237679
427.25,0.307181611061093,427.25,0.384777155692909,427.25,58,427.25,0.784037882477615
427.5,14.6339936494827,427.5,18.3305942907507,427.5,72,427.5,0.784038560349308
427.75,13.6028901433945,427.75,17.0371619243019,427.75,71,427.75,0.784122832732502
428,24.8392459344864,428,31.1116675084213,428,82,428,0.784089526229779
428.25,10.5225694704056,428.25,13.1800587338172,428.25,68,428.25,0.784070657974488
428.5,25.8319624090195,428.5,32.3562343955838,428.5,83,428.5,0.78406175904886
428.75,23.7763376951218,428.75,29.7789368594549,428.75,81,428.75,0.784126074462182
429,-8.87279221057892,429,-11.1121714496609,429,49,429,0.78417139039463
429.25,20.6913569879532,429.25,25.9059890776401,429.25,78,429.25,0.784396926737186
429.5,20.6795321512222,429.5,25.8965401887432,429.5,78,429.5,0.784237912610283
429.75,10.4865707063675,429.75,13.1310467071016,429.75,68,429.75,0.784300181438557
430,12.515633225441,430,15.6734470197432,430,70,430,0.784219051984386
430.25,27.7725419944525,430.25,34.7826730535247,430.25,85,430.25,0.784155993513792
430.5,25.7323088061809,430.5,32.2206472965601,430.5,83,430.5,0.784318502666269
430.75,15.5580402928591,430.75,19.4867031162209,430.75,73,430.75,0.784092011886474
431,12.5047144675255,431,15.6578688128973,431,70,431,0.78431254754247
431.25,5.38703409135341,431.25,6.74609706948279,431.25,63,431.25,0.784234681561754
431.5,9.45065628647804,431.5,11.8353715887477,431.5,67,431.5,0.784204474119037
431.75,28.7521681946516,431.75,36.0049535374763,431.75,86,431.75,0.784254518368664
432,21.635597448349,432,27.094985906265,432,79,432,0.784204283384177
432.25,7.41339690625667,432.25,9.28424949134612,432.25,65,432.25,0.784187446836615
432.5,14.5189601242542,432.5,18.1821709061561,432.5,72,432.5,0.784221652844937
432.75,0.304526991248128,432.75,0.381342440286251,432.75,58,432.75,0.78425859780585
433,8.42340477228164,433,10.5492774791599,433,66,433,0.784177721266103
433.25,14.5094394999742,433.25,18.1718538503612,433.25,72,433.25,0.78415373368717
433.5,16.5351143443584,433.5,20.7104537125412,433.5,74,433.5,0.78409389825424
433.75,22.6167105525732,433.75,28.3268052562487,433.75,80,433.75,0.784119122558005
434,25.6537026262283,434,32.1301767799476,434,83,434,0.784128144316883
434.25,21.5930542391539,434.25,27.0460507111347,434.25,79,434.25,0.784080853515695
434.5,9.42588934779167,434.5,11.8037603377732,434.5,67,434.5,0.784243205884117
434.75,18.5436565035582,434.75,23.2245115825789,434.75,76,434.75,0.784149103789179
435,6.38248361349106,435,7.99327159590742,435,64,435,0.784178047041244
435.25,32.7121979093552,435.25,40.963463015148,435.25,90,435.25,0.784262864163198
