Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,9017.36571979523,420,19666.7073447526,420,8720,420,0.45691439410222,0.019365374841278
421,10898.0107157707,421,23683.2395446078,421,10550,421,0.458500680109627,0.024097645525945
422,13992.8456235886,422,30402.2127824166,422,13560,422,0.458597303288235,0.032013927159512
423,16796.4654602051,423,36552.3459394388,423,16300,423,0.457885608597996,0.039260002479616
424,21238.8874475479,424,46089.2757826798,424,20640,424,0.459139362450663,0.050496395286456
425,23697.9272780418,425,51513.7004080308,425,23070,425,0.458379827405424,0.056887442179261
426,30123.7075336456,426,65619.4010530229,426,29380,426,0.457451444328911,0.073506752153021
427,37134.7956982613,427,80568.6304694369,427,36290,427,0.459224327914872,0.091119906138992
428,46965.5964488029,428,102230.96372737,428,45990,428,0.457778415132087,0.116642426446858
429,63553.6688959122,429,138207.216033515,429,62360,429,0.458198667439195,0.159029579259598
430,89548.8469624519,430,194164.971572563,430,88050,430,0.459504389625983,0.224958901605562
431,125581.899131346,431,273496.391378578,431,123570,431,0.457552479443157,0.31842703123603
432,174187.890329933,432,378186.227137207,432,171530,432,0.458915092115444,0.441772398854649
433,238307.254820251,433,517823.788040474,433,234860,433,0.458550805468202,0.606293110518495
434,299779.231882763,434,653074.956170914,434,295690,434,0.45741313904778,0.765645782466133
435,352501.5306952,435,764846.791123799,435,347990,435,0.459195214384871,0.897335148217525
436,376454.690656948,436,818978.610313404,436,372120,436,0.45802568308415,0.9611131557903
437,391371.194792128,437,851983.962780896,437,387370,437,0.45773773853986,1
438,378244.238635683,438,820431.676063386,438,374870,438,0.459341667044609,0.962825155124398
439,349721.047661018,439,761177.024107144,439,347060,439,0.457817836450544,0.893011435619603
440,322589.994755268,440,702533.315418236,440,320560,440,0.457561154064408,0.823917528323484
441,286778.527009964,441,622055.928675606,441,285340,441,0.459328683722961,0.72909922260332
442,253576.668771982,442,552110.494448912,442,252630,442,0.457662249975389,0.646689643531795
443,226644.514998674,443,492778.693479876,443,226090,443,0.45828366199047,0.576785027205207
444,201101.816481829,444,436018.382851309,444,200870,444,0.459526959996749,0.509910135962
445,175253.359389782,445,381456.094258016,445,175280,445,0.457803268122243,0.445624950147309
446,159538.634882259,446,346287.275300123,446,159570,446,0.459034640193232,0.404189113787078
447,139524.279212093,447,302702.257164022,447,139560,447,0.459243810765157,0.352837327381984
448,120780.768492126,448,263347.281596504,448,120820,448,0.457037298636637,0.306469369176478
449,112268.202866507,449,243503.30972191,449,112310,449,0.459364148723667,0.283089238830982
450,99105.9763712883,450,215308.372969385,450,99150,450,0.458636148825845,0.249870017370533
451,89021.6491363525,451,193992.92452667,451,88900,451,0.457282148309144,0.22475619609963
452,79792.418605423,452,173029.725716213,452,79540,452,0.459455115898539,0.200057394683038
453,74952.8950904846,453,163078.847210941,453,74580,453,0.457975382249507,0.188333288341036
454,68724.7334720612,454,149719.32689195,454,68260,454,0.457409767093945,0.172593126624156
455,62533.5641441345,455,135884.301580648,455,62000,455,0.458539207120027,0.156292725819536
456,56842.9873252869,456,123804.865252598,456,56250,456,0.457515573679032,0.14206075665355
457,54757.0564796448,457,118973.799552735,457,54080,457,0.458584974187143,0.136368804130926
458,49027.4276397705,458,106559.452595149,458,48330,458,0.458440512560883,0.121742243891029
459,45909.6507648468,459,99948.9577042172,459,45170,459,0.457705444982972,0.113953771241756
460,40618.0861701965,460,88109.3354850214,460,39890,460,0.459308589567463,0.100004350607844
461,39129.2839562416,461,84977.9007596312,461,38320,461,0.458796330818937,0.096314900103141
462,36288.3010591507,462,78994.4237372087,462,35440,462,0.45775073306718,0.089265178727421
463,33882.896143055,463,73470.897202568,463,33000,463,0.459479924781259,0.082757370151455
464,32834.5454252243,464,71371.6884618826,464,31890,464,0.458397592449912,0.080284086360801
465,29329.2412984371,465,63877.0022588601,465,28410,465,0.457532996354453,0.071453861170369
466,28051.8434085846,466,60822.0486361788,466,27110,466,0.459515886884684,0.067854520557052
467,26165.4776399136,467,56910.1458293131,467,25230,467,0.458126369868865,0.063245524026447
468,24748.863090992,468,53837.6699676446,468,23810,468,0.458055070795507,0.059625538744107
469,23680.1443240643,469,51271.7020920028,469,22730,469,0.460136061984223,0.056602320218401
470,20523.9856719971,470,44745.5168207201,470,19660,470,0.457081241563273,0.048913181004452
471,21692.2302887917,471,47089.5645568867,471,20680,471,0.458983783128065,0.051674933639155
472,20948.3973546982,472,45432.4421190186,472,19880,472,0.459397688017583,0.049722515099125
473,18902.3408521652,473,41239.7982873803,473,17860,473,0.456763025728406,0.044782750021074
474,18552.5581008911,474,40188.6856391241,474,17450,474,0.459924605931886,0.043544331075545
475,17042.3320832253,475,37048.3290595363,475,15960,475,0.458352077391224,0.039844368859004
476,16505.3949756145,476,35964.2077990304,476,15410,476,0.45732861060481,0.038567059228597
477,16018.6131202221,477,34771.2948931711,477,14910,477,0.459008815885822,0.03716157148622
478,14685.3331898212,478,31981.2625812599,478,13630,478,0.457565459188526,0.033874360663061
479,13527.7234471321,479,29405.8039347804,479,12520,479,0.458383951331429,0.030839960129002
480,13417.6555538177,480,29107.700277059,480,12380,480,0.459279177298993,0.030488734960067
481,12735.0692296028,481,27782.6755960772,481,11720,481,0.456791659798663,0.02892759337268
482,11250.0733935833,482,24424.3343552895,482,10330,482,0.458935886267863,0.02497080203824
483,12739.8330116272,483,27661.3425639639,483,11660,483,0.458892867928441,0.028784639022415
484,10762.3557293415,484,23466.5027561652,484,9830,484,0.457027156549087,0.023842286649381
485,10769.8727333546,485,23336.6008162809,485,9810,485,0.459794654459796,0.023689236428094
486,11244.480921936,486,24446.3143326309,486,10220,486,0.458317027715667,0.02499669880621
487,10303.6735583782,487,22409.9430245927,487,9350,487,0.458138975773917,0.022597449960533
488,9347.93104681969,488,20261.5341291605,488,8470,488,0.459661902761602,0.020066198640078
489,9344.2987385273,489,20348.5865077049,489,8450,489,0.457590159352378,0.020168763588775
490,9084.39723825455,490,19733.6901815654,490,8200,490,0.458686026467526,0.019444293893647
491,8644.4562851429,491,18737.4864331784,491,7790,491,0.459644699192846,0.018270568510687
492,7878.48100667,492,17172.8591198708,492,7090,492,0.4571704222678,0.016427127552474
493,8184.97891278267,493,17756.4585088239,493,7350,493,0.459271483293321,0.017114723255063
494,7830.34321746826,494,16988.1975476832,494,7020,494,0.459243164650832,0.016209559635384
495,7530.51352787018,495,16406.251520013,495,6740,495,0.457389449301828,0.015523911919949
496,7534.22261486054,496,16335.8078556595,496,6730,496,0.459513300520036,0.015440915327079
497,6916.88069958687,497,15017.2434025201,497,6170,497,0.458923069839214,0.013887385167988
498,6840.07632474899,498,14913.2369231199,498,6090,498,0.457057712988274,0.013764844929546
499,5810.71026911736,499,12591.6145371415,499,5170,499,0.459768905969492,0.011029513800262
500,6265.14318084717,500,13611.2673288997,500,5560,500,0.458629529134249,0.012230866802026
501,5844.46926655769,501,12725.6281830848,501,5170,501,0.457644495898155,0.011187408425896
502,5946.878083992,502,12893.8815601035,502,5240,502,0.459520995002546,0.011385644238295
503,5659.28342814445,503,12330.1960915175,503,4970,503,0.457365271036226,0.010721511079233
504,5334.74403820038,504,11598.0376914791,504,4670,504,0.458320137885913,0.009858883429152
