Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
505,5378.01374840736,505,11675.4779882284,505,4690,505,0.458950811985601,0.009950123441154
506,5406.60336456299,506,11782.3624314725,506,4700,506,0.457264234729887,0.010076054491185
507,5062.50885529518,507,10978.5245172632,507,4390,507,0.459435603961189,0.009128974172303
508,4587.61147623062,508,9971.56554400041,508,3970,508,0.458416197204603,0.00794257700362
509,5211.48878731728,509,11343.6932596097,509,4490,509,0.457788542914522,0.009559215297826
510,4686.85412979126,510,10163.3016460798,510,4030,510,0.459460953815644,0.008168480118524
511,4046.74375505447,511,8793.36107951649,511,3470,511,0.458546247858818,0.006554418719212
512,4504.11862983704,512,9802.71550681052,512,3840,512,0.4578456603745,0.00774363820733
513,4595.96866378784,513,9948.96276037197,513,3900,513,0.460230910374997,0.007915946446454
514,4041.94234924316,514,8799.02347245721,514,3420,514,0.457735906293149,0.006561090139926
515,3747.34841060638,515,8143.30240242446,515,3160,515,0.458518414874956,0.005788520808315
516,3885.97030105591,516,8424.17281149534,516,3260,516,0.459589340308241,0.006119441796098
517,3406.57708768845,517,7418.80326872526,517,2850,517,0.457561558183884,0.004934917291432
518,3764.12458486557,518,8150.54210895484,518,3130,518,0.460106257278788,0.005797050616935
519,3377.34385547638,519,7325.03156357514,519,2800,519,0.459378329860211,0.004824435644765
520,3565.44052505493,520,7770.16919176689,520,2940,520,0.45725466246272,0.005348895961206
521,3632.25266456604,521,7860.30564915989,521,2980,521,0.460371579715482,0.005455094565803
522,3289.31180334091,522,7163.38276361652,522,2690,522,0.457564122375604,0.004633981332639
523,3142.75831890106,523,6822.53250305598,523,2560,523,0.458969324949143,0.004232392196625
524,2668.32539129257,524,5787.47137920206,524,2170,524,0.459362135994099,0.003012885126962
525,3210.69639348984,525,6991.42704737527,525,2590,525,0.457611475403048,0.004431383431131
526,3201.67252693176,526,6942.34276186053,526,2570,526,0.45948572669716,0.004373552418242
527,2657.35437269211,527,5769.53670284205,527,2130,527,0.458911297207065,0.002991754525001
528,3003.61164836884,528,6532.91963760203,528,2390,528,0.458123817598073,0.003891170863172
529,2568.30157032013,529,5568.44937435516,529,2040,529,0.459527520280388,0.002754833812728
530,2619.89474487305,530,5697.48271780265,530,2070,530,0.458189412030307,0.002906860655327
531,2387.79808301926,531,5196.20048286112,531,1880,531,0.457894830628284,0.002316250868794
532,2179.0457657814,532,4725.35200342523,532,1710,532,0.459446199044021,0.001761498075767
533,2664.91462168694,533,5794.20906143079,533,2070,533,0.458279428630341,0.003020823451493
534,2283.09184246063,534,4965.86766204459,534,1770,534,0.458115437662175,0.002044873172456
535,2282.57464456558,535,4945.95170069135,535,1760,535,0.459796847433803,0.002021408224242
536,2457.71633520126,536,5354.75381626302,536,1880,536,0.457366070215272,0.002503058108045
537,2028.70128350258,537,4400.19955542528,537,1550,537,0.459357842552491,0.001378404072992
538,2407.42653007507,538,5228.65152810551,538,1820,538,0.458763102661254,0.002354484629276
539,1876.84570846558,539,4083.59789879354,539,1420,539,0.457970105808134,0.001005384596527
540,1970.82449674606,540,4269.97871337377,540,1480,540,0.45984505352289,0.001224978121771
541,1845.2316034317,541,4010.02518581436,541,1380,541,0.458498294493415,0.00091870136445
542,2232.15097746849,542,4853.78190071787,542,1650,542,0.458232710749968,0.001912813939241
543,1742.6596180439,543,3778.79424908898,543,1290,543,0.459473935468362,0.000646265509637
544,1922.40478510857,544,4184.87616979528,544,1410,544,0.457742614438035,0.001124710464964
545,2260.00793123245,545,4908.57500949214,545,1640,545,0.458754109512794,0.001977371076959
546,1747.01039319038,546,3789.04111763377,546,1270,546,0.459378729926571,0.000658338350887
547,2001.71088514328,547,4358.94082348062,547,1440,547,0.457598210509069,0.001329793112603
548,1523.61046829224,548,3306.53555153911,548,1100,548,0.459107569572772,8.9851200279224E-05
549,1808.86251778603,549,3921.53138367504,549,1290,549,0.459566494564026,0.000814438133185
550,1484.02872371674,550,3230.27401386197,550,1060,550,0.457784072566335,0
