Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,100.816560029984,420,247.720931962957,420,130,420,0.408689943686019,0.000539916487936
421,59.1268428325653,421,146.102220240164,421,90,421,0.406493956068434,0.000343972774747
422,7.2469605922699,422,17.8909807688387,422,40,422,0.406847420419946,9.67526918641925E-05
423,17.5652013301849,423,43.1069789756476,423,50,423,0.409174078341609,0.000145374803251
424,38.1549250125885,424,94.356173841459,424,70,424,0.406182294121637,0.000244194768292
425,99.8305804729462,425,245.807184076966,425,130,425,0.407878810809116,0.000536226351931
426,58.5305198192596,426,143.757889539659,426,90,426,0.408853720554309,0.00033945237831
427,130.1141933918,427,321.6381500991,427,160,427,0.406340819582504,0.000682445496074
428,37.8210740566254,428,92.9547414073491,428,70,428,0.40859356393277,0.000241492491612
429,47.9334751605988,429,117.684680952325,429,80,429,0.409005618455767,0.000289177372666
430,7.12271809577942,430,17.6175662866433,430,40,430,0.406110203975463,9.62254872975071E-05
431,78.2815458536148,431,192.222539523267,431,110,431,0.408947935943778,0.000432903115041
432,88.3707501411438,432,217.337318202925,432,120,432,0.408333858160748,0.000481330052433
433,78.1448394536972,433,193.306151819561,433,110,433,0.406069689507863,0.000434992563071
434,-13.1817444324493,434,-32.286101940014,434,20,434,0.409944083299931,0
435,47.6153539419174,435,117.544329761105,435,80,435,0.406868593181055,0.000288906744028
436,189.20066640377,436,466.388735851188,436,220,436,0.407434000674043,0.000961557155508
437,27.2819853544235,437,66.864677117054,437,60,437,0.409692542887094,0.000191184984386
438,57.5198134660721,438,142.149372933547,438,90,438,0.406444307785417,0.000336350796808
439,57.4443245172501,439,141.392301218323,439,90,439,0.408015967767228,0.000334890992403
440,67.4335435628891,440,165.603089494571,440,100,440,0.408905030853177,0.000381574833141
441,97.5040558576584,441,241.320798794255,441,130,441,0.405866615298773,0.000527575592871
442,147.57654941082,442,362.028442574851,442,180,442,0.409326846709267,0.000760327056963
443,177.468653082848,443,437.462455783134,443,210,443,0.407439627352295,0.000905780786873
444,167.229359507561,444,412.985705001038,444,200,444,0.406717939109276,0.000858584110654
445,167.016543507576,445,409.959415052866,445,200,445,0.409095585464738,0.000852748743529
446,177.0140188694,446,437.767694435487,446,210,446,0.406167658797718,0.000906369355592
447,227.013470721245,447,558.625061080617,447,260,447,0.408114899076013,0.001139409519015
448,257.010146903992,448,632.770729278675,448,290,448,0.407910195752834,0.001282379030213
449,367.007201218605,449,906.852466726058,449,400,449,0.4065029916554,0.001810870214978
450,366.999912500381,450,901.4078285642,450,400,450,0.408848254093336,0.001800371729017
451,307.572322463989,451,759.009284259207,451,340,451,0.407007633407452,0.001525795334072
452,438.629452180862,452,1081.93013220245,452,470,452,0.407185880375592,0.002148459299589
453,519.891686725616,453,1276.62836554586,453,550,453,0.408941888695169,0.002523881248419
454,752.570891046524,454,1855.92761651645,454,780,454,0.407264791915472,0.003640900391432
455,945.73486995697,455,2328.26507833524,455,970,455,0.407939985676318,0.004551673167211
456,836.37246055603,456,2052.68336263671,456,860,456,0.409148987171302,0.004020289687285
457,1152.17213001251,457,2851.12739477516,457,1170,457,0.405931830645481,0.005559869217258
458,1347.37597808838,458,3309.78248139207,458,1360,458,0.408798364769145,0.006444259298779
459,1634.90690021515,459,4016.63468906666,459,1640,459,0.408745443952836,0.007807229207562
460,1872.59509849548,460,4632.30690590772,460,1870,460,0.406062458034216,0.008994383602946
461,2450.43613865376,461,6013.2731558908,461,2430,461,0.409198385114821,0.011657196880368
462,2877.7619243145,462,7097.2991278163,462,2840,462,0.407242656420178,0.013747442569682
463,4068.29166276455,463,10032.0263574789,463,3990,463,0.407298078485704,0.019406256195905
464,4822.18077478409,464,11844.1568957631,464,4710,464,0.40884347165524,0.022900451117631
465,6076.56881868839,465,15002.5455957467,465,5910,465,0.406822026458055,0.028990534322547
466,7531.69090557098,466,18541.2926733607,466,7300,466,0.407953942222569,0.035814033958274
467,8443.05712616444,467,20717.9987590154,467,8160,467,0.40921596991487,0.040011212467161
468,11347.65467906,468,27977.4575144183,468,10930,468,0.407365003293559,0.054009080381041
469,13284.7217143774,469,32670.131225944,469,12760,469,0.408358502773073,0.063057609891313
470,17051.3557553291,470,41771.8404810904,470,16330,470,0.40986991366699,0.080607750781534
471,21094.10666821,471,52101.268431119,471,20100,471,0.406659905406734,0.100525209223298
472,25374.4274672985,472,62293.2641584457,472,24060,472,0.409038283468787,0.120177667454259
473,30542.3038903952,473,75128.2676231714,473,28820,473,0.408265534551143,0.144926438571623
474,36321.7007011414,474,89689.4145122598,474,34110,474,0.406760554521315,0.173003602131007
475,44808.3985100985,475,110103.59337664,475,41880,475,0.408679804459492,0.212366726702962
476,51878.2416463137,476,127841.476884579,476,48330,476,0.407558877168452,0.246569352378205
477,61944.1687368631,477,152722.286607223,477,57520,477,0.407365133708517,0.294545145040259
478,72504.6440728426,478,177983.387007763,478,67110,478,0.409066448331298,0.343254223592818
479,81807.1618239641,479,201649.818208604,479,75480,479,0.40745097893725,0.388888421554991
480,92830.4676192999,480,228953.869839988,480,85380,480,0.407225398968825,0.441536769197356
481,103657.311953902,481,254363.007757798,481,95070,481,0.409210609788579,0.490531297351996
482,115275.518711209,482,284262.079420758,482,105430,482,0.40729335088388,0.548183426799558
483,127570.519663692,483,313857.596275208,483,116350,483,0.408192789707576,0.6052502343578
484,136555.22418201,484,335591.505750727,484,124200,484,0.408625173228362,0.647158096133872
485,147230.534406304,485,363181.132147503,485,133540,485,0.407164348317698,0.70035709610173
486,157790.697937274,486,387690.349640066,486,142830,486,0.408714513434913,0.747616375435483
487,164494.505646634,487,405227.737979585,487,148600,487,0.407683706217565,0.78143240136831
488,170735.644945693,488,420110.282328316,488,153930,488,0.408141628897151,0.810129291458213
489,177300.453949428,489,435805.712787846,489,159530,489,0.408552639146811,0.840393608651345
490,184781.05059278,490,455259.008226552,490,165930,490,0.407635711128913,0.877903934037245
491,185507.621341395,491,456555.836629919,491,166260,491,0.408057837167562,0.880404510637915
492,189970.236671901,492,466645.418637478,492,169930,492,0.408806675086821,0.899859492201513
493,191054.16764977,493,470818.883640571,493,170570,493,0.407549139915634,0.907906870639061
494,196675.637548041,494,483633.500193922,494,175250,494,0.408387893345453,0.932616331209702
495,201485.097388387,495,494114.942246377,495,179190,495,0.409453614578191,0.952826907003391
496,204353.674624157,496,504723.115496601,496,181380,496,0.406674636098081,0.97328184902695
497,204364.12928226,497,502190.381522435,497,181030,497,0.408660275832842,0.968398168738116
498,208219.571177816,498,510276.222193244,498,184080,498,0.409726002310789,0.983989486699447
499,206205.398541617,499,509504.018184806,499,181940,499,0.406515972116025,0.982500503832144
500,211655.300275803,500,518579.462491929,500,186380,500,0.409814302297119,1
501,207323.596961188,501,510164.177103799,501,181870,501,0.408121710217721,0.983773438586867
502,202494.861194468,502,499994.700475555,502,176960,502,0.406781755415815,0.964164402239702
503,200219.841251874,503,490140.53147761,503,174310,503,0.410151568967822,0.945163349863502
504,194254.567445469,504,479628.448474666,504,168480,504,0.406797643390901,0.924893691431263
505,190009.647602201,505,466371.708778273,505,164180,505,0.409118005870224,0.899331718081572
