Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,145.508437156677,420,41.8853690271925,420,220,420,3.35932075640254,1.60083841027701E-4
421,155.59695482254,421,44.7833730184529,421,230,421,3.35977094121216,1.82098755906247E-4
422,72.469605922699,422,20.8122187200483,422,150,422,3.36711975692664,0
423,82.6597709655762,423,23.8116579289875,423,160,423,3.3568479371427,2.27854754746038E-5
424,195.93069601059,424,56.3015781560765,424,270,424,3.36514760427129,2.69597705674127E-4
425,113.209936618805,425,32.5075532919146,425,190,425,3.36760405561929,8.88445274237758E-5
426,154.027683734894,426,44.3613769796899,426,230,426,3.35753436137907,1.78893029861539E-4
427,235.639877796173,427,67.6566728059823,427,310,427,3.36789652845055,3.55857573814191E-4
428,153.328678607941,428,44.0931228490619,428,230,428,3.36260796200763,1.768552162942E-4
429,203.972234725952,429,58.6809259321195,429,280,429,3.36123293152812,2.87672607887515E-4
430,315.434658527374,430,90.5139269239976,430,390,430,3.36987219062729,5.29494499533723E-4
431,182.995821475983,431,52.6329519000983,431,260,431,3.36207549894864,2.41728698250354E-4
432,152.363362312317,432,43.8397531295093,432,230,432,3.3607580093611,1.74930473324358E-4
433,192.82492852211,433,55.2924019571086,433,270,433,3.37221900757891,2.61931419435483E-4
434,182.516461372375,434,52.5801645951699,434,260,434,3.35665971235543,2.41327695343467E-4
435,253.273159265518,435,72.8259735890157,435,330,435,3.36299593196759,3.9512657311967E-4
436,283.295115470886,436,81.3019732483377,436,360,436,3.36943964211632,4.59515170089614E-4
437,323.34204864502,437,93.2393279120745,437,400,437,3.35345257438271,5.50198222145341E-4
438,413.739009141922,438,118.684609797146,438,490,438,3.37093877232383,7.43495304016096E-4
439,483.741680145264,439,139.07184418491,439,560,439,3.36354656061445,8.98368530902294E-4
440,654.206019639969,440,188.632039948926,440,730,440,3.35372947562016,0.00127485644962126
441,794.105197191238,441,227.774615860923,441,870,441,3.37125288974677,0.0015722061011153
442,1134.43197846413,442,326.528871749724,442,1210,442,3.35955979009496,0.00232240056041986
443,1283.38912963867,443,368.926707727751,443,1360,443,3.36388553460409,0.00264447905061712
444,1411.93650841713,444,404.975969868685,444,1490,444,3.37135487949004,0.0029183301011541
445,1800.17831325531,445,518.715551578806,445,1880,445,3.3559377885473,0.00378236176474773
446,2460.19483852386,446,706.732972240986,446,2540,446,3.36616774584461,0.00521065086443297
447,2950.1750600338,447,846.433970993286,447,3030,447,3.37034107794341,0.00627190047114661
448,3740.14766311645,448,1077.79388958186,448,3820,448,3.35568222672576,0.00802944425969724
449,4770.09359622002,449,1369.94629219248,449,4850,449,3.3670104811118,0.0102488029267079
450,5539.99867916107,450,1591.31065671158,450,5620,450,3.36648055864112,0.0119304147038925
451,7433.83267974854,451,2141.56728607378,451,7500,451,3.35666708997974,0.0161104823964479
452,9535.42287349701,452,2738.79178750333,452,9580,452,3.36668312668971,0.0206473452172044
453,11001.1896572113,453,3162.56442925768,453,11020,453,3.36374682458596,0.0238665673660396
454,13640.9770612717,454,3923.97166805434,454,13620,454,3.36158364715562,0.029650657243268
455,16340.9258747101,455,4688.65012773137,455,16270,455,3.37014124121798,0.0354595972067791
456,18911.9286727905,456,5435.11656086697,456,18780,456,3.36472375326984,0.0411301880806117
457,22486.1033992767,457,6473.02563422229,457,22270,457,3.35917481848696,0.0490147458557201
458,26399.2279052734,458,7576.24975644435,458,26080,458,3.369431471035,0.0573954745282549
459,31009.3107147217,459,8925.78751518043,459,30560,459,3.35947274633516,0.0676473440817667
460,37431.5144348145,460,10760.6184753018,460,36800,460,3.36374601587016,0.0815857815461067
