Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
451,6632.34128570557,451,16052.0073879157,451,6660,451,0.414558478503798,0.051158790530473
452,7708.63659667969,452,18798.3816704138,452,7720,452,0.411565619016075,0.059965944467101
453,9120.7303647995,453,22048.095202445,453,9110,453,0.415035917889106,0.070387221533718
454,11001.4379253387,454,26659.2894921236,454,10960,454,0.414067336488017,0.085174535192933
455,12808.29829216,455,31163.0807575041,455,12730,455,0.412470047463604,0.099617425670545
456,13390.0500335693,456,32355.2879426861,456,13280,456,0.415199515466631,0.103440630785436
457,14571.8867454529,457,35439.4636026483,457,14420,457,0.412631870730132,0.113331056128402
458,15453.7018737793,458,37502.1463608274,458,15260,458,0.413496561000925,0.119945727948439
459,16918.7938709259,459,40963.1176497128,459,16670,459,0.414410954391006,0.131044472611799
460,16697.391242981,460,40629.2711487169,460,16420,460,0.412432283154209,0.1299738838198
461,16898.5020325184,461,40915.8419651967,461,16570,461,0.414392938053346,0.130892867554307
462,17141.4960365295,462,41532.4522482552,462,16760,462,0.414122463629772,0.132870231570716
463,15853.6915440559,463,38592.6385198694,463,15460,463,0.412265023467449,0.123442750321745
464,15836.7963867188,464,38315.9664520709,464,15400,464,0.41469590225229,0.122555510186053
465,15530.0431609154,465,37653.904668154,465,15060,465,0.413849488672236,0.120432390958031
466,14271.5541172028,466,34752.7523946214,466,13810,466,0.412134049656531,0.111128890401159
467,13848.4005773067,467,33391.3941171656,467,13370,467,0.416051776738952,0.106763246581646
468,14162.4395370483,468,34365.0976356556,468,13640,468,0.41353682465219,0.109885747702716
469,13173.0327677727,469,32004.9996789193,469,12660,469,0.41303243085545,0.102317316064333
470,13099.5259284973,470,31581.2556168457,470,12560,470,0.416107964366507,0.100958441125765
471,13244.9167299271,471,32213.7541522945,471,12640,471,0.4126129560313,0.102986756057888
472,13116.510140419,472,31756.0362043137,472,12460,472,0.414425249014789,0.101518932661378
473,13591.0971214771,473,32837.2995474436,473,12850,473,0.415245519760224,0.104986359796006
474,14303.9945831299,474,34864.7204169439,474,13460,474,0.411760209100352,0.111487952752878
475,15429.7565543652,475,37335.8396024719,475,14450,475,0.414646071817486,0.119412410537599
476,15371.0921580791,476,37216.5509254307,476,14350,476,0.41440382114581,0.119029872094717
477,16971.1527407169,477,41374.7910447796,477,15790,477,0.411673265238849,0.132364638979898
478,17727.0325565338,478,42879.0031926724,478,16440,478,0.414791017671862,0.137188390798528
479,19257.1632270813,479,46788.6151358245,479,17800,479,0.413017994849456,0.149725849525568
480,21079.2935013771,480,51250.9609015522,480,19420,480,0.4127461635858,0.16403583135422
481,23439.2461240292,481,56700.1483315109,481,21530,481,0.414761772057973,0.181510446096656
482,24772.9109823704,482,60366.4365602277,482,22690,482,0.411860570443719,0.193267607169759
483,26135.5217516422,483,63361.960113029,483,23870,483,0.413885989840048,0.202873740324458
484,28473.0625212193,484,68795.9904914392,484,25930,484,0.41523081696385,0.220299748987575
485,29632.037717104,485,72145.9486259926,485,26910,485,0.4121955001356,0.231042493398011
486,32708.0026817322,486,78990.603594548,486,29640,486,0.415421246167243,0.252992134543188
487,35187.0562739372,487,85292.9789028258,487,31820,487,0.413947324209273,0.273202777302311
488,37620.2636835575,488,91422.9429347377,488,33950,488,0.41294002124823,0.292860526502444
489,41974.8656158447,489,101228.060119006,489,37800,489,0.415981309269566,0.324303865073901
490,43962.8689301014,490,106713.501867725,490,39510,490,0.413396332456701,0.341894741233519
491,47340.2834515572,491,114576.783042496,491,42460,491,0.414555469661445,0.367110942897847
492,51099.4297480583,492,123136.26312543,492,45740,492,0.416295464359349,0.394559735725654
493,53898.074937582,493,131163.393536298,493,48150,493,0.412387667648787,0.420301373946063
494,60029.638083458,494,145285.519193637,494,53520,494,0.414563863664039,0.46558862243554
495,64250.035520792,495,155378.11578759,495,57170,495,0.414875475542936,0.497953858444954
496,68310.5855388641,496,166189.922295296,496,60660,496,0.412499450672168,0.532625477988301
497,75119.176125288,497,181225.365809068,497,66570,497,0.415837437252429,0.580841581079255
498,79442.633067131,498,192028.048308162,498,70260,498,0.415063811431285,0.615483941483063
499,84406.0645022392,499,205724.039609605,499,74500,499,0.411776084677673,0.65940464976934
500,92409.7261047363,500,223075.355054662,500,81400,500,0.415593365301297,0.715047359177691
501,97746.0691030025,501,237502.42023528,501,85770,501,0.412998966663384,0.761312496711642
502,102742.733949184,502,249699.244096651,502,89810,502,0.412910154315547,0.800425630696907
503,110841.994548798,503,267345.121821018,503,96520,503,0.415929539538113,0.857012951098141
504,115759.102151871,504,281249.806080475,504,100420,504,0.413027844874257,0.901602902108702
505,116820.737729073,505,282969.045529245,505,100960,505,0.414232131403601,0.907116209808871
506,122078.224165916,506,294650.719971085,506,105170,506,0.415652689801977,0.944577347463159
507,124943.557252407,507,303465.907839776,507,107300,507,0.413156532489507,0.972846151549558
508,125405.619874954,508,303000.725078066,508,107360,508,0.415232906225778,0.971354389768523
509,129068.157978296,509,311933.414095684,509,110150,509,0.415126399882188,1
510,128130.078907013,510,311409.796114858,510,109010,510,0.412896413538103,0.998320846437245
511,128761.102375507,511,310701.11767964,511,109050,511,0.415754795654021,0.996048235558854
512,126663.50467205,512,306794.657358979,512,106790,512,0.414252897422629,0.983520883547644
513,124458.259303093,513,301685.579317308,513,104460,513,0.413946883850174,0.967136941608629
514,119977.204626083,514,289222.293954053,514,100250,514,0.416145463792871,0.927169311031173
515,119407.645599842,515,290427.222557316,515,99330,515,0.412601037486985,0.931033311564243
516,115177.453077316,516,278254.700034525,516,95360,516,0.415280272127825,0.891998107827271
517,112880.804566383,517,272508.526004254,517,93020,517,0.415569412102825,0.873571107707962
518,105275.953635693,518,256046.379788709,518,86350,518,0.412615372880344,0.820779812373041
519,105486.85017395,519,254221.243921046,519,86120,519,0.416255364501642,0.814926912917856
520,102075.508954525,520,246671.944505007,520,82950,520,0.415167289382199,0.790717597204965
521,97251.8330931664,521,236342.910543088,521,78650,521,0.412929604264069,0.757594146880292
522,102085.519762039,522,245934.638496951,522,82160,522,0.416400665361269,0.788353182582847
523,101677.47502327,523,246177.511428618,523,81440,523,0.414410935317521,0.789132034653324
524,104837.826874256,524,254199.844564438,524,83570,524,0.413831283983905,0.81485828883082
525,110533.204591274,525,265946.505245765,525,87690,525,0.416910718499604,0.852527826271901
526,112565.5333004,526,272807.164989932,526,88850,526,0.41402048914636,0.874528792002892
527,110969.386100292,527,268843.541727163,527,87150,527,0.414161277457712,0.861818128185336
528,112910.703866005,528,271789.517025528,528,88230,528,0.416730145996731,0.871265368538393
529,109989.187490463,529,267188.851593543,529,85520,529,0.413090561594351,0.856511819130131
530,104252.672424316,530,251594.006558312,530,80660,530,0.415704310521824,0.806501810764402
531,100011.80423975,531,241326.053747107,531,76940,531,0.415759554011841,0.77357423727283
532,91608.8628063202,532,222902.123926909,532,70080,532,0.412444756736955,0.714491836495131
533,84235.5046262741,533,202784.77101168,533,64080,533,0.416690951891172,0.649978916660784
534,77897.6121683121,534,188775.959464991,534,58930,534,0.414045912910572,0.605055047198722
535,73159.4437360764,535,177302.639268726,535,55040,535,0.414025549818927,0.568262066075692
536,67239.1565997601,536,162071.824277547,536,50270,536,0.41618938287765,0.519419439976816
537,59594.7840518951,537,144720.130745077,537,44280,537,0.413225296696629,0.46377551810661
538,54899.0847229958,538,132739.532045869,538,40540,538,0.414949996128012,0.425355781339735
539,50985.8230977058,539,123304.240961982,539,37420,539,0.414864385026315,0.39509841199927
540,45263.0862832069,540,109885.913707445,540,33020,540,0.413337427334286,0.352068124956505
541,42733.1330914497,541,103060.865016708,541,30980,541,0.415965273713384,0.330181357800489
542,35219.6175398827,542,85231.6005084247,542,25380,542,0.414601043847937,0.2730059472594
543,34419.6253612041,543,83575.4001522455,543,24650,543,0.413269447762677,0.267694795178008
544,31721.0862784386,544,76268.928809357,544,22580,544,0.417188957023909,0.244264187681986
545,27853.6065208912,545,67592.6995041667,545,19710,545,0.413501346300044,0.216441000009695
546,25791.9152665138,546,62462.0618667598,546,18140,546,0.414311073222639,0.199987920124093
547,23429.7678103447,547,56410.562632535,547,16380,547,0.416642809459843,0.180581794148165
548,21699.9066696167,548,52674.2480099143,548,15080,548,0.413389819815043,0.16860007037264
549,19438.7392561436,549,46930.362286108,549,13430,549,0.415545712343293,0.150180408461901
550,17308.7995827198,550,41728.2941209509,550,11890,550,0.416117279856874,0.133498263056104
