Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,74.8329105377197,420,162.470824706997,420,120,420,0.458855560667445,0.000207012399857
421,33.1940170288086,421,72.2287053098421,421,80,421,0.457869186326895,6.92794786188983E-05
422,64.1873652458191,422,139.389436543108,422,110,422,0.458755968700803,0.000171784204428
423,105.39120798111,423,228.816036468442,423,150,423,0.45885624659767,0.000308272431061
424,32.9988540649414,424,71.814810632365,424,80,424,0.457802835392538,6.86477678014366E-05
425,12.3501749038696,425,26.8370376889384,425,60,425,0.458469098947426,0
426,73.933288192749,426,160.584918488,426,120,426,0.458669812812673,0.000204134016964
427,32.7846786499023,427,71.3493345033705,427,80,427,0.457798930096362,6.79373302868777E-05
428,63.3758538246155,428,137.568027430192,428,110,428,0.458946491602694,0.000169004260877
429,42.83416929245,429,93.0608523794836,429,90,429,0.458555593628343,0.000101074747732
430,32.5609970092773,430,70.8520336467562,430,80,430,0.457864492580507,6.71783199691536E-05
431,93.53119764328,431,203.114738882493,431,140,431,0.458751243006327,0.00026904557314
432,42.6617414474487,432,92.7226384275286,432,90,432,0.458381659413716,0.000100558545365
433,62.921818780899,433,136.907714825034,433,110,433,0.457892985745389,0.000167996452276
434,123.705601596832,434,268.452162718453,434,170,434,0.459065102933921,0.000368767458122
435,93.2045226097107,435,202.687927590706,435,140,435,0.458133210812894,0.000268394148213
436,153.78877696991,436,334.508198819454,436,200,436,0.458040239014686,0.000469586132134
437,113.169717025757,437,245.723754461423,437,160,437,0.458820684083769,0.000334078001744
438,143.294973897934,438,311.941856046697,438,190,438,0.457672966651692,0.000435144029792
439,112.873058700562,439,245.015717778417,439,160,439,0.458936316851801,0.000332997353801
440,163.048269510269,440,353.968183009511,440,210,440,0.458891002541549,0.000499287124172
441,142.737896203995,441,310.961069849468,441,190,441,0.457343167727438,0.000433647095224
442,132.517717838287,442,287.421859633111,442,180,442,0.459301811804355,0.00039772014439
443,172.455414295197,443,375.088251305718,443,220,443,0.458066220678351,0.000531521835886
444,272.373567581177,444,593.125910052777,444,320,444,0.457531217513503,0.000864303954477
445,262.02595448494,445,568.485741318011,445,310,445,0.459169577712876,0.000826696654889
446,422.033423519135,446,917.328888222481,446,470,446,0.458350024607337,0.00135912193477
447,382.022668790817,447,830.813753592013,447,430,447,0.45810910955649,0.001227077360644
448,662.026137161255,448,1435.8541028321,448,710,448,0.459312715162398,0.002150526137385
449,742.014559412003,449,1615.57056109436,449,790,449,0.457600876505518,0.002424820147282
450,1151.9997253418,450,2504.65425595757,450,1200,450,0.458230544478841,0.003781792870626
451,1134.1103225708,451,2458.63412527763,451,1180,451,0.459513649087986,0.00371155419409
452,1266.70564908981,452,2756.95939767397,452,1310,452,0.457762606073548,0.004166876071732
453,1419.89760475159,453,3083.07319701631,453,1460,453,0.458810581573703,0.004664610461611
454,1674.39467325211,454,3633.22794364705,454,1710,454,0.459108747598926,0.005504289548191
455,2182.15452384949,455,4758.98743943032,455,2210,455,0.456873043977532,0.007222491037714
456,2317.97542877197,456,5028.27407497411,456,2340,456,0.459236141555016,0.007633492410594
457,2819.12301292419,457,6129.00399988643,457,2830,457,0.458250455290459,0.009313492271692
458,3068.40256652832,458,6683.75129337829,458,3070,458,0.457402981463024,0.010160180778035
459,4091.84539680481,459,8873.44104506268,459,4070,459,0.459376412736489,0.01350221627232
460,4742.14066314697,460,10317.8966786259,460,4700,460,0.457903082294992,0.015706830872893
461,5144.17799320221,461,11189.8355438299,461,5080,461,0.458014160314662,0.017037636131545
462,6594.14488677978,462,14297.4363342682,462,6480,462,0.459451200827201,0.021780642365978
463,7466.24565453529,463,16258.4539846503,463,7310,463,0.457536271748768,0.024773664819252
