Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
484,41680.2084392309,484,103968.509461902,484,37950,484,0.403296962601077,0.049629543353097
485,38530.4713732004,485,96024.452073022,485,34990,485,0.40364758905635,0.045583562666217
486,37160.0480467558,486,93119.5862458148,486,33680,486,0.401530258347613,0.044104088077916
487,34687.705664134,487,86324.8720371401,487,31380,487,0.404196852512708,0.040643478327079
488,33114.9292447805,488,82692.585542466,488,29900,488,0.402878849862217,0.038793521776257
489,31291.0617643118,489,78399.5106008743,489,28200,489,0.401593698668067,0.036607019658923
490,30551.242256999,490,75919.1589714936,490,27480,490,0.404765364930733,0.035343754012933
491,29996.6873855352,491,75174.1889263963,491,26930,491,0.401503120115464,0.034964333992757
492,27024.553995204,492,67429.0393441146,492,24220,492,0.403193457470446,0.031019658861033
493,26852.6908787966,493,66778.8332566094,493,24020,493,0.404472471770603,0.030688502986427
494,25781.988727355,494,64661.3673851663,494,23020,494,0.401208702506998,0.029610058357744
495,24234.6230603457,495,60333.5989119495,495,21600,495,0.404052066875611,0.027405886509183
496,24170.1377305031,496,60401.5777236781,496,21500,496,0.402589229950635,0.027440508736328
497,23032.5578502893,497,57720.9622157984,497,20450,497,0.401506713083314,0.026075246875429
498,21935.5342144489,498,54529.7303110882,498,19440,498,0.404620344212926,0.024449923439085
499,21684.1741587877,499,54206.0324084534,499,19180,499,0.402469001664667,0.024285061152934
500,20500.2844944,500,51294.6443183818,500,18100,500,0.402107946065886,0.022802264716829
501,19358.8068039179,501,48117.618892384,501,17030,501,0.404673480559622,0.021184176769315
502,19283.862362814,502,48280.478728262,502,16900,502,0.401872910893813,0.021267122765092
503,17001.9763404608,503,42364.6215433071,503,14850,503,0.403713045205814,0.018254122890472
504,17827.4552716255,504,44396.652824724,504,15510,504,0.403929304200244,0.019289054905346
505,16887.6114023924,505,42313.2816675732,505,14640,505,0.401580048728097,0.018227975024776
506,16104.8500994682,506,40068.998855623,506,13920,506,0.404293554846281,0.017084941374773
507,15759.4759096384,507,39321.1112738309,507,13580,507,0.403197388038991,0.01670403542662
508,15154.5423421383,508,37880.7709304287,508,13020,508,0.402494494093427,0.015970456988467
509,14721.3422581911,509,36595.0622314985,509,12610,509,0.404629308512739,0.015315633853364
510,14343.9371623993,510,35938.7838369414,510,12250,510,0.401591972994457,0.014981385297542
511,13901.3798170567,511,34651.0713458083,511,11820,511,0.403575341792339,0.014325541612844
512,13252.5028916359,512,32969.8798330499,512,11220,512,0.404322373452511,0.013469295483368
513,12609.1163107395,513,31566.7101475216,513,10630,513,0.401902013933397,0.012754648399371
514,11959.4082128525,514,29740.3385141414,514,10040,514,0.404485660132222,0.011824460713912
515,12145.2091138363,515,30310.0942266444,515,10150,515,0.403110094894282,0.012114642480757
516,11212.0393107891,516,28047.2504431345,516,9330,516,0.402202257299621,0.010962155559109
517,10985.7861961842,517,27257.4392995435,517,9100,517,0.405362181447714,0.010559897559598
518,11476.5548344135,518,28736.3094031767,518,9460,518,0.401835810103298,0.011313099555102
519,10378.3472830296,519,25922.4915867629,519,8520,519,0.402784950138933,0.009879996546866
520,10463.6322591305,520,25999.2087174808,520,8550,520,0.404805372520453,0.009919069279355
521,9326.82317376137,521,23343.3531421638,521,7590,521,0.402003997476714,0.008566417877325
522,8949.2651822567,522,22265.0822375129,522,7250,522,0.404306809488262,0.008017244697692
523,9541.94387841225,523,23756.0928425852,523,7690,523,0.404038540436461,0.008776629961008
524,9035.40662837029,524,22601.3371476482,524,7250,524,0.402219313287281,0.00818850238198
525,8637.10117793083,525,21433.4926438591,525,6900,525,0.405298735882051,0.007593708553549
526,8693.69432392121,526,21709.3049162616,526,6910,526,0.402879903672296,0.007734182252658
527,8177.16093878746,527,20365.6308195688,527,6470,527,0.403898645956327,0.007049836813224
528,8243.92813463211,528,20462.1621960119,528,6490,528,0.405216227559624,0.007099001121291
529,7474.5810731411,529,18710.2013964747,529,5860,529,0.401948999080987,0.006206711550344
530,7460.10502624512,530,18554.6171603124,530,5820,530,0.404422526656467,0.006127471083681
531,6774.53170721531,531,16836.4184124987,531,5260,531,0.404722628878897,0.005252376832775
532,7100.86402306557,532,17788.9265224495,532,5480,532,0.401641920731198,0.005737497877136
533,7127.92316629887,533,17689.6717377174,533,5470,533,0.405270311620136,0.005686946512456
534,6334.72006578445,534,15802.0031808745,534,4840,534,0.403285605770914,0.004725539746323
535,6104.15795099735,535,15252.9131072102,535,4640,535,0.402626593239995,0.004445883177312
536,5968.93090341091,536,14792.3667753007,536,4510,536,0.405820542340632,0.004211322741365
537,5535.14845545292,537,13836.6057124277,537,4160,537,0.402472939862606,0.003724544938492
538,6071.43211047649,538,15100.0798890076,538,4530,538,0.404439418373733,0.004368043829118
539,5509.14230849743,539,13704.0012023751,539,4090,539,0.404372321427671,0.003657008255359
540,5076.65725171566,540,12673.4842320101,540,3750,540,0.402989420050333,0.003132156588825
541,4791.24882657528,541,11907.0336145813,541,3520,541,0.404736521052134,0.002741796317774
542,4821.50170662403,542,12007.2656494309,542,3520,542,0.4039284845172,0.002792845404828
543,4921.6847479105,543,12291.3578369423,543,3570,543,0.402840391516364,0.002937536140015
544,4910.15394966602,544,12164.0718119277,544,3540,544,0.405961206912746,0.002872708209688
545,4303.36096680164,545,10754.9725370491,545,3090,545,0.402560519348017,0.002155041131901
546,4202.22973043919,546,10459.4750749784,546,3000,546,0.404134753058291,0.002004541586639
547,4414.94829180241,547,10962.2641229755,547,3130,547,0.405075773749526,0.002260616622126
548,4153.85846421719,548,10403.0139569638,548,2930,548,0.401757892530436,0.001975785425667
549,4687.65414922237,549,11636.6955386047,549,3280,549,0.405165524036016,0.002604110676698
550,3986.13620769978,550,9901.64485061952,550,2780,550,0.404914619485506,0.001720433579379
