Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,2618.1125228405,420,6523.66948542257,420,2570,420,0.403713295783731,0
421,3256.12560791969,421,8170.42811099569,421,3190,421,0.401018571565236,0.000838709146833
422,3705.26742281914,422,9254.23518149713,422,3630,422,0.402809415222075,0.001390701946091
423,4638.24639830589,423,11571.8448892817,423,4540,423,0.403228680714722,0.00257108165112
424,5051.91831450462,424,12694.8336636183,424,4950,424,0.400465103120559,0.003143030048536
425,6534.27170538902,425,16277.8926963466,425,6400,425,0.403804615818087,0.004967914605219
426,7638.74626202583,426,19138.7547344793,426,7490,426,0.401594989466205,0.006424977663488
427,10295.4136172771,427,25824.5173758934,427,10100,427,0.401155729715441,0.009830097390101
428,12347.0473927021,428,30788.5319110506,428,12130,428,0.403426776744071,0.012358315145269
429,17234.6339731693,429,43284.366570775,429,16950,429,0.400678346120079,0.018722557398913
430,21245.0330173969,430,53119.6445221471,430,20930,430,0.402386537211256,0.023731753920712
431,31464.0982158899,431,78473.8786567049,431,31000,431,0.403352151731661,0.036644895986206
432,47282.4143485069,432,118878.043144672,432,46600,432,0.400261133888157,0.057223104474056
433,85917.7138092279,433,214331.414644205,433,84710,433,0.403269255979057,0.105838374817552
434,153049.178683805,434,384021.512701245,434,150990,434,0.401035454461015,0.192263085250099
435,265226.639290214,435,665125.803964635,435,261850,435,0.401245659054278,0.335432057700209
436,415370.333608222,436,1036073.09203684,436,410590,436,0.403312082868368,0.524358885632161
437,576639.11555841,437,1448588.67232057,437,570730,437,0.400579529252208,0.734456822890421
438,699490.378604627,438,1750585.91417505,438,693220,438,0.402028628737599,0.888266765117737
439,772836.79394691,439,1930655.17715127,439,766910,439,0.402724274997054,0.979977678651951
440,782872.24017036,440,1969967.88824831,440,777890,440,0.399938393584087,1
441,777216.891598821,441,1942122.2427779,441,773250,441,0.402620119698983,0.985817959479412
442,737560.488058448,442,1847543.20081692,442,734730,442,0.401678715630688,0.937647993122759
443,684095.535837531,443,1718799.9451948,443,682340,443,0.400519899814177,0.872077881992612
444,633948.477171779,444,1581633.5529363,444,633130,444,0.403225909814101,0.802217790757162
445,569605.421186805,445,1428246.90197007,445,569600,445,0.401296463667359,0.724096574223248
446,522270.36192174,446,1306988.41594779,446,522280,446,0.402051060110339,0.662338524331368
447,471346.969193244,447,1176419.79595324,447,471370,447,0.403075179209962,0.595838738522928
448,424625.76446209,448,1066330.51069518,448,424660,448,0.400716745338126,0.539769264174723
449,387346.600307393,449,967324.327966941,449,387390,449,0.40285255825441,0.489344514756266
450,356078.915104151,450,889989.500888778,450,356130,450,0.402527621638473,0.449957183891889
451,320445.276116562,451,805802.2457973,451,319900,451,0.400197139959784,0.407079849111009
452,294673.67492404,452,735663.607972109,452,293630,452,0.402971887225532,0.371357602889325
453,267999.639337635,453,672642.073010721,453,266560,453,0.400924813939421,0.339260161892963
454,248669.773047018,454,623504.217364924,454,246880,454,0.401307760177625,0.314233805057241
455,227974.588412285,455,568974.524135194,455,225920,455,0.403088699211811,0.286461336296153
456,207372.837562943,456,521297.641365974,456,205100,456,0.400321185565476,0.262179066235402
457,197712.534841347,457,493541.502540392,457,195160,457,0.403014912002256,0.248042612263173
458,184610.816096497,458,461772.428520893,458,181870,458,0.402233114384624,0.231862333895236
459,167671.046246147,459,420847.079698845,459,164860,459,0.400910309507296,0.211018681485374
460,158889.235387802,460,396294.37333418,460,155920,460,0.403340064386999,0.19851376480374
461,145021.451895404,461,363760.087430962,461,141910,461,0.401160694066906,0.181943757063098
462,136474.809263563,462,342172.677307154,462,133170,462,0.401328592238597,0.17094909272911
463,127589.316921258,463,318219.366726989,463,124150,463,0.403349960903421,0.158749453772594
464,119723.499975872,464,300256.314449011,464,116170,464,0.401222599925443,0.149600707856453
465,113269.021187425,465,283404.552817587,465,109600,465,0.402122526553534,0.141017952374843
466,107413.914099693,466,268177.758626794,466,103690,466,0.402950330848944,0.133262807591363
467,99857.0453931093,467,250879.292723131,467,96170,467,0.400539722649342,0.124452541560702
468,93200.3070681095,468,232398.264333687,468,89550,468,0.403435957766364,0.115039985699508
469,89809.3951114416,469,224770.230373902,469,86090,469,0.402015047700597,0.111154958619599
470,85752.7192950249,470,214993.515628174,470,82010,470,0.401342181143413,0.106175588871123
471,79510.4965503931,471,198035.02162375,471,75690,471,0.403878877957433,0.097538473621112
472,75582.5695845127,472,189503.808148695,472,71620,472,0.401325535950948,0.093193448998802
473,70140.0343172312,473,175310.944817718,473,66160,473,0.40252369226202,0.085964894606807
474,67894.9441841126,474,169463.80765545,474,63750,474,0.403059265962507,0.082986894464816
475,63034.9992088079,475,157979.091733626,475,58920,475,0.401483303240763,0.077137624181466
476,60366.1780707121,476,150472.115087921,476,56250,476,0.403572151513454,0.073314252692748
477,56795.7136387587,477,142015.221637977,477,52760,477,0.402367402928921,0.06900707993524
478,54995.9566734076,478,137919.222337471,478,50930,478,0.401239132822761,0.0669209502345
479,50180.3072627306,479,125119.153167211,479,46330,479,0.403458231067592,0.060401758577339
480,48988.1475752592,480,122728.637134634,480,45090,480,0.401627456114975,0.059184247017941
481,46953.7508791685,481,117427.297463187,481,43100,481,0.402296992441573,0.05648422650257
482,44371.4006906748,482,110499.914134736,482,40620,482,0.403931147652627,0.05295604716228
483,42519.8507255316,483,106714.842341645,483,38820,483,0.400939582300902,0.051028275669248
