Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps
420,998.81148648262,420,2616.56554485407,420,1010,420,0.384379577029832
421,1442.90242772102,421,3779.64533785509,421,1440,421,0.384408348667603
422,1636.77781376839,422,4264.33494496738,422,1630,422,0.386404318125328
423,2119.18987812996,423,5559.55478147238,423,2100,423,0.383853646168409
424,2496.56955285072,424,6517.88002942806,424,2470,424,0.385638496459235
425,2893.02847123146,425,7550.91606680129,425,2860,425,0.385736785468392
426,3256.14523415566,426,8554.82222909623,426,3220,426,0.383315791517463
427,3914.6955350399,427,10223.9644296127,427,3870,427,0.385503833120947
428,5316.41638293266,428,13883.3633426229,428,5250,428,0.385542566124992
429,6415.94664330482,429,16851.2878752265,429,6340,429,0.38342958774725
430,9362.30417132378,430,24381.0799304818,430,9250,430,0.386567176366868
431,11987.2429501295,431,31382.0275811609,431,11840,431,0.384621972898416
432,18304.9343482018,432,47999.8180391996,432,18070,432,0.384021583679164
433,27392.303398633,433,71285.569852203,433,27040,433,0.386820146575869
434,38228.072834444,434,100207.962180302,434,37750,434,0.38414973842891
435,48659.8524507284,435,127086.273346643,435,48080,435,0.385498301810123
436,57196.2720453024,436,148952.298105592,436,56580,436,0.38655926659239
437,61142.9709548712,437,160404.179561542,437,60560,437,0.383854491123821
438,63373.715885663,438,165504.442934434,438,62850,438,0.385521532600328
439,60337.7044416189,439,157073.338659631,439,59920,439,0.38670040037225
440,56061.4299999475,440,147126.085265325,440,55750,440,0.383722406282366
441,53165.8455501795,441,138496.612226235,441,52940,441,0.386451243668276
442,48279.6179436445,442,125858.398913021,442,48140,442,0.38618591312535
443,44759.1985439062,443,117539.640358479,443,44690,443,0.383488916777883
444,42248.9455507994,444,109839.647163498,444,42240,444,0.387186403991011
445,38374.8011432886,445,100301.257119201,445,38420,445,0.385216331796778
446,37203.9464178562,446,97646.4318148276,446,37250,446,0.383687054530481
447,35903.1304509401,447,93310.874816565,447,35950,447,0.387308603044878
448,37462.4790395737,448,98209.439146845,448,37510,448,0.384118545412141
449,38401.7534986258,449,100584.559720407,449,38450,449,0.384436968194328
450,41470.9901125431,450,107847.060488467,450,41520,450,0.387083555941958
451,44884.5199306488,451,117864.286587766,451,44850,451,0.383502766512614
452,49705.6501177311,452,129755.550113574,452,49570,452,0.385674586593432
453,57339.930113697,453,149439.544582272,453,57070,453,0.386279453075011
454,64186.1365990162,454,168784.968042102,454,63760,454,0.382990877312871
455,75720.3582487106,455,197193.06387277,455,75070,455,0.386559700752606
456,86712.7099643707,456,226562.661039808,456,85790,456,0.385347508501899
457,98903.3879167557,457,259941.796195731,457,97650,457,0.383182753478566
458,112410.958485413,458,292763.889387569,458,110760,458,0.386534268643744
459,130651.138165855,459,342201.308353446,459,128470,459,0.384446949826179
460,149523.20176506,460,391247.539826535,460,146730,460,0.384807146402853
461,171930.246239018,461,447644.567351344,461,168230,461,0.386643068573978
462,192094.452982092,462,503815.197158391,462,187420,462,0.38394972360691
463,220924.584479785,463,576782.076951599,463,214930,463,0.385634237111482
464,250255.407277393,464,651329.284763313,464,242770,464,0.386782620208207
465,275044.095291495,465,722024.719939843,465,266060,465,0.383617498058451
466,312907.710608482,466,815780.910182272,466,301960,466,0.386152844231272
467,345140.996863723,467,899531.408338885,467,332270,467,0.386269752300234
468,380168.820899248,468,997948.746473191,468,365120,468,0.383632696050195
469,419408.69565165,469,1091286.77133128,469,401850,469,0.386881143821237
470,462324.330794811,470,1206869.4248231,470,441920,470,0.385680232583588
471,500911.1877033,471,1314180.66906724,471,476570,471,0.383833200822357
472,548011.384337759,472,1425747.56052281,472,518960,472,0.386922378312918
473,585988.481050754,473,1534428.32659762,473,552360,473,0.38454084335058
474,625752.864669037,474,1637127.3019264,474,587130,474,0.384860877127043
475,665108.168875813,475,1730249.14250695,475,621200,475,0.386953642140002
476,692849.562187028,476,1817703.23319839,476,645070,476,0.383841911206393
477,727390.071668172,477,1896666.61706039,477,675100,477,0.386096433205517
478,742688.080872035,478,1935489.87096791,478,687140,478,0.386299802815216
479,755497.765048671,479,1981293.96147545,479,696810,479,0.383984126691305
