Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,91.4624462127686,420,229.771179193379,420,130,420,0.400280135371349,0.000315731723114
421,8.29850425720215,421,20.8570680578768,421,50,421,0.400103105053171,0
422,80.7518465995789,422,203.872735342102,422,120,422,0.398384450247793,0.000276591426374
423,59.9283339500427,423,150.014819035606,423,100,423,0.401650809213906,0.00019519600207
424,152.619700050354,424,384.690973483605,424,190,424,0.39900413730452,0.000549861879904
425,121.443386554718,425,306.669731038553,425,160,425,0.398305133873182,0.000431948440822
426,80.0943955421448,426,200.452742848857,426,120,426,0.401732351941125,0.000271422794551
427,110.64829044342,427,279.79218819137,427,150,427,0.397784261538558,0.00039132843258
428,79.7309128761291,428,200.170437222099,428,120,428,0.400526847331307,0.000270996146291
429,201.932512378693,429,506.515274500632,429,240,429,0.400868577436059,0.000733974845123
430,262.523038387299,430,662.944471032802,430,300,430,0.398293997341777,0.000970386160271
431,241.961141729355,431,605.935422115898,431,280,431,0.401492562464347,0.000884228431864
432,333.1678855896,432,837.345942823595,432,370,432,0.400113378509353,0.00123395896013
433,414.06616230011,433,1044.38728181354,433,450,433,0.398748832024044,0.001546860364252
434,312.305945014954,434,781.710199944473,434,350,434,0.401683067961683,0.001149876708001
435,474.12735414505,435,1196.29231523187,435,510,435,0.398616630595909,0.001776434315433
436,655.625838661194,436,1648.429562447,436,690,436,0.399961240997231,0.002459748962641
437,866.960867929459,437,2168.85080398891,437,900,437,0.401891525185247,0.003246261153915
438,966.736514043808,438,2441.45589401679,438,1000,438,0.398266763265363,0.003658249000674
439,1398.81969175339,439,3513.82774417664,439,1430,439,0.400310143209406,0.005278923689568
440,1668.72858548164,440,4178.4747862776,440,1700,440,0.401535611321346,0.006283404213763
441,2058.64233398438,441,5204.10750237517,441,2090,441,0.39789429719224,0.007833442088063
442,1734.77739715576,442,4338.05329903741,442,1770,442,0.402050198465627,0.006524575087917
443,2574.79944133759,443,6471.88607322965,443,2610,443,0.40007310460609,0.009749434792086
444,2701.70546078682,444,6814.4364575699,444,2740,444,0.398748733318756,0.010267130904203
445,2918.28906559944,445,7293.74764722303,445,2960,445,0.402252964876344,0.010991513508109
446,3678.29130735397,446,9282.70676734051,446,3720,446,0.39854090671231,0.013997425778875
447,3768.22360210419,447,9469.93278955103,447,3810,447,0.400141209109029,0.014280380311161
448,4008.15824432373,448,10032.4732977286,448,4050,448,0.401685170336633,0.015130547315214
449,4538.08904395103,449,11468.6263715661,449,4580,449,0.398005638187593,0.017301004266129
450,5347.99872493744,450,13420.8843803542,450,5390,450,0.400688762150565,0.020251450177743
451,6299.72235717773,451,15813.8817662743,451,6330,451,0.400576399054802,0.023867985144948
452,6923.72073488235,452,17455.3255578481,452,6940,452,0.398927632838523,0.026348697787535
453,8565.64291591644,453,21437.8188982209,453,8560,453,0.401722825211905,0.032367436674115
454,10515.8433209419,454,26447.8658872629,454,10480,454,0.399844723457887,0.039939116538799
455,13098.9830760956,455,32950.9439096365,455,13020,455,0.399770921943217,0.04976721296747
456,16826.559853363,456,42078.5445733228,456,16680,456,0.402037571102905,0.063561748290047
