Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,339.86613535881,420,392.563498798636,420,390,420,0.848636036662928,0
421,494.798316335678,421,568.581521501353,421,540,421,0.852940704209856,0.00106326176816614
422,535.239803743362,422,616.133214703305,422,580,422,0.851472813526452,0.00135050449829607
423,937.15515332222,423,1080.49189475305,423,970,423,0.850157226532911,0.00415552879996583
424,1182.80267539024,424,1358.64381477572,424,1210,424,0.853271006435711,0.00583574482421702
425,1664.18606829643,425,1918.54417155504,425,1680,425,0.850234310117615,0.0092179021408657
426,2030.0848716259,426,2339.23233753699,426,2040,426,0.850639610242524,0.0117591285240526
427,2629.94594044685,427,3022.27000070658,427,2630,427,0.852898443087812,0.0158851141607186
428,3911.92568688393,428,4512.31935367968,428,3890,428,0.849774333938886,0.0248859680810741
429,5239.02684893608,429,6024.46720416267,429,5200,429,0.85235552108858,0.0340203111020081
430,5725.64781785011,430,6580.74677791905,430,5690,430,0.852774801124759,0.0373805965665589
431,7316.78292868137,431,8447.26291601033,431,7260,431,0.849031778348946,0.0486555513628039
432,8854.34286184311,432,10183.4034785112,432,8780,432,0.852223313223143,0.059142954049899
433,9536.71501748562,433,10969.3804775878,433,9460,433,0.852133358850356,0.0638907593083837
434,9954.24500718117,434,11468.9066167398,434,9880,434,0.850727085062183,0.0669082176220535
435,9621.3407741785,435,11041.4699544281,435,9560,435,0.854047102750078,0.0643262259920478
436,9376.0565538168,436,10819.6184022135,436,9330,436,0.849423738478026,0.0629861003045977
437,7443.94022614956,437,8569.65994172483,437,7430,437,0.851406401556941,0.0493949079126685
438,6899.35025732517,438,7931.96786827834,438,6900,438,0.852539168237331,0.0455428387259614
439,6043.74761631489,439,6979.76877996987,439,6060,439,0.848765203499504,0.039790945421314
440,5140.04637277126,440,5909.23256729756,440,5170,440,0.852555955765682,0.0333242199752823
441,4470.10862267017,441,5142.70700465303,441,4510,441,0.851959158799023,0.028693913870444
442,3691.42157948017,442,4262.41987922914,442,3740,442,0.848903656024125,0.023376414951297
443,3456.12682020664,443,3971.88792905285,443,3510,443,0.852858178006036,0.0216214156034466
444,3091.23971736431,444,3562.72789479979,444,3150,444,0.850464961010605,0.0191498265309026
445,2487.24636948109,445,2869.1078021273,445,2550,445,0.8497381553514,0.0149599162316823
446,2547.20172915459,446,2926.19122755621,446,2610,446,0.853182162139786,0.0153047367388245
447,2117.12562782764,447,2441.44869551151,447,2180,447,0.849982385612462,0.0123765808953876
448,1987.07845096588,448,2288.17024747097,448,2050,448,0.851189622810028,0.0114506807450342
449,2167.04252054691,449,2488.11432331114,449,2230,449,0.853638520078298,0.0126584712220993
450,1846.99955964088,450,2133.00296356607,450,1910,450,0.848784489654468,0.0105133708144205
451,1710.18226203918,451,1965.34335827788,451,1770,451,0.852879929409014,0.0095005992491482
452,1693.29035658836,452,1945.75915607997,452,1750,452,0.852953975541137,0.00938229810511001
453,2068.50522165298,453,2388.60314426242,453,2120,453,0.848856060048159,0.0120573598667789
454,2042.11672844887,454,2344.34954843239,454,2090,454,0.853756468605899,0.0117900397604202
455,1924.77737140656,455,2213.29479939705,455,1970,455,0.852373371963753,0.0109983850079905
456,2262.35210914612,456,2613.08511725346,456,2300,456,0.848652664212418,0.0134133749830662
457,2520.18653240204,457,2890.07194644964,457,2550,457,0.854656348027113,0.0150865531113495
458,2423.65219268799,458,2795.61569358651,458,2450,458,0.849778290733473,0.0145159767527954
459,3272.86589794159,459,3766.21330516287,459,3280,459,0.851760750679766,0.0203790089401612
460,3452.62906837463,460,3964.52396434349,460,3450,460,0.853564729530883,0.0215769325328077
461,4014.54431226253,461,4630.75414592699,461,3990,461,0.849762351975232,0.0256013901991259
462,4302.80256371498,462,4943.5555309385,462,4260,462,0.853088331081051,0.0274909112186517
463,5353.4482405901,463,6153.10402657455,463,5270,463,0.85275532232759,0.0347973600265943
464,5987.2575922966,464,6913.66980497373,464,5870,464,0.848868896503968,0.0393916652115422
465,7058.82853925228,465,8111.90463781521,465,6890,465,0.852891181811844,0.0466297722387813
466,7987.71732616425,466,9184.15399866563,466,7770,466,0.852454890133858,0.0531068461987493
467,9824.78051459789,467,11330.3637855585,467,9520,467,0.849943900086892,0.0660713300500498
468,10962.3530151844,468,12577.6490020806,468,10590,468,0.854231783681749,0.0736057328592814
469,12804.5636261702,469,14743.8822131804,469,12330,469,0.851240151334406,0.0866911710373039
470,16203.8624644279,470,18682.7237095462,470,15550,470,0.850134874315137,0.11048430034103
471,18266.4220647573,471,20969.9988536109,471,17440,471,0.85375045473589,0.124300909439453
472,21551.4188756466,472,24801.7023792937,472,20470,472,0.851705046565071,0.147446856673997
473,26340.8406116247,473,30326.1998800244,473,24890,473,0.851353166504957,0.180818365401698
474,29990.4244102478,474,34409.8716268641,474,28200,474,0.854222601705781,0.205486362323174
475,34636.1093174219,475,39955.0513576295,475,32410,475,0.849710235583178,0.238982804987403
476,37720.939435029,476,43388.216345711,476,35180,476,0.852121794596037,0.259721323802597
477,45307.0513834238,477,52090.1141417363,477,42110,477,0.852506862521096,0.312286368534577
478,52486.068283391,478,60429.4232846003,478,48620,478,0.851322276041353,0.362661145210151
479,59806.7202768087,479,68778.4140108315,479,55220,479,0.852289700397122,0.413094404859751
480,63702.3210781813,480,73333.3870068201,480,58630,480,0.85143378822124,0.440609363653735
481,73281.1833101511,481,84431.362455159,481,67250,481,0.850731637903195,0.507648254427975
482,80593.4433358908,482,92697.2164137141,482,73750,482,0.852164795769322,0.557579314670709
483,88131.4360636473,483,101519.145337562,483,80420,483,0.850912909449315,0.610869424411625
484,96457.5857299566,484,110983.979203698,484,87770,484,0.851862452412334,0.668043092410971
485,104739.934732318,485,120520.480301596,485,95040,485,0.851814968016259,0.725649676462847
486,112651.444236302,486,129784.088640643,486,102010,486,0.850782880729608,0.781607813197564
487,120748.734929729,487,138973.354877358,487,109120,487,0.851621600065571,0.837116875945653
488,127756.90666492,488,146667.738502582,488,115220,488,0.8537402427917,0.883595888791521
489,132602.113207555,489,152671.261609973,489,119350,489,0.851317577288176,0.919861019466077
490,136440.829879165,490,156983.598304185,490,122560,490,0.851889377498281,0.945910299352374
491,139327.967187095,491,160208.582212976,491,124910,491,0.852395120505708,0.965391270905837
492,141353.098697162,492,162829.157473201,492,126480,492,0.850894175471759,0.981221226509331
493,143351.402510667,493,164849.162786159,493,128020,493,0.852323180086396,0.993423354381136
494,144413.484422278,494,165937.895770366,494,128720,494,0.852992198806279,1
495,139428.087760568,495,160534.125305309,495,124040,495,0.851297853396717,0.967357760011059
496,137834.805202198,496,158405.087048357,496,122380,496,0.852852561818201,0.954497003215696
497,135150.158194327,497,155163.985507622,497,119760,497,0.853693598582665,0.934918670826249
498,127317.51064477,498,146715.862000932,498,112600,498,0.850582354499776,0.883886585591544
499,124236.522310662,499,142688.029062016,499,109660,499,0.853377265777663,0.859555890889088
500,113600.584756851,500,130619.478774568,500,100080,500,0.852433859708636,0.786654105487794
501,107479.630189347,501,123795.986029908,501,94330,501,0.850983541427515,0.745435832214663
502,100976.753794527,502,115938.349587605,502,88290,502,0.853633094625319,0.69797066763115
503,92204.0418377161,503,106214.250730369,503,80320,503,0.850882653179108,0.639230872773723
504,87202.1919447899,504,100341.725947675,504,75680,504,0.851804160979318,0.603757056012401
505,81453.8728872538,505,93754.4381768048,505,70430,505,0.851561623490102,0.56396561230039
506,72223.9066721916,506,83240.3850847424,506,62260,506,0.850458931881807,0.500453987129258
507,68059.6421740293,507,78271.5491449544,507,58490,507,0.852266384014651,0.470439030672274
508,63143.3421653271,508,72583.7290753451,508,54100,508,0.852656859272877,0.436080948861312
509,57257.2183522463,509,66068.8172896232,509,48910,509,0.849472600933436,0.396726702526933
510,52144.4857234955,510,59908.9956102853,510,44410,510,0.853096719600018,0.359517428216299
511,47090.3483020306,511,54158.3565143999,511,39930,511,0.852229176412617,0.324779879189838
512,43957.8722022057,512,50719.3093759817,512,37110,512,0.849529494279958,0.304005828413361
513,40091.9600476742,513,46046.8540200318,513,33700,513,0.853368732300206,0.275781200803294
514,37350.8517385483,514,43032.1882763957,514,31260,514,0.850767040199818,0.257570685881068
515,33525.2989866734,515,38597.617655704,515,27940,515,0.851354172631322,0.23078303466891
516,29672.8148890018,516,34062.0902913009,516,24620,516,0.85381295377983,0.203385539963575
517,27688.4546111584,517,31916.1805130866,517,22870,517,0.850345299683996,0.190422868357141
518,23915.4863044262,518,27498.5000205614,518,19670,518,0.852429216268567,0.163737244353692
519,21748.0846890926,519,25012.7233495031,519,17810,519,0.852216861616639,0.148721558698596
520,19497.887291193,520,22472.3192647628,520,15900,520,0.850445015866713,0.133375888422777
521,18219.4090569019,521,20935.4265148977,521,14790,521,0.852973498207322,0.124092070336358
522,14789.4718534946,522,17029.8397694377,522,11960,522,0.851219311644039,0.100499821060171
523,14623.3194115162,523,16830.8449332804,523,11770,523,0.85160041609879,0.0992977645997034
524,12107.8716132641,524,13919.0966503837,524,9710,524,0.852596062537527,0.0817089371592521
525,10904.5136349201,525,12552.7526833407,525,8710,525,0.851460387150583,0.0734553431237432
526,10288.1931516647,526,11828.1911528342,526,8180,526,0.852526690363051,0.0690785266918672
527,9677.81455864906,527,11129.3526416908,527,7660,527,0.852308131106258,0.0648570937976016
528,8817.50785264969,528,10156.2273859256,528,6950,528,0.85097168630254,0.0589787930179164
529,7742.21971373558,529,8887.39334109966,529,6080,529,0.85381997949825,0.0513142214627093
530,6397.14674377441,530,7346.12502296977,530,5010,530,0.853505129656754,0.0420039721371559
531,5809.52834250927,531,6686.29658388591,531,4530,531,0.851629670057329,0.038018185102089
532,5476.38932852745,532,6286.26783172657,532,4250,532,0.853839954206045,0.0356017548308741
533,4889.18442685604,533,5625.67473231425,533,3780,533,0.851834916974847,0.0316113487569133
534,4506.65927419663,534,5190.79044278218,534,3470,534,0.850986674247524,0.028984368681035
535,4425.48126018047,535,5082.10614277535,535,3390,535,0.853483467899158,0.0283278457908061
536,3717.36288826466,536,4278.96537723721,536,2840,536,0.851515954889856,0.0234763603727779
537,3431.01073644161,537,3946.74216291748,537,2610,537,0.85206903352017,0.0214695190456256
538,2923.88458635807,538,3356.46741972451,538,2220,538,0.853794298957239,0.0179038809506496
539,3092.15786416531,539,3564.91764945323,539,2330,539,0.850199851004856,0.0191630540536808
540,2809.38561618328,540,3229.00584743609,540,2110,540,0.852761440148096,0.0171339312907019
541,2067.59858558178,541,2380.63151059462,541,1560,541,0.851280804561613,0.0120092060858271
542,2108.45145256519,542,2431.15248217216,542,1580,542,0.850083067867224,0.0123143851620615
543,2037.76489846706,543,2339.58650539392,543,1520,543,0.853673013523331,0.011761267925098
544,1501.61486508846,544,1729.95469651137,544,1130,544,0.850799265807413,0.00807870073629636
545,1468.43873727322,545,1690.92681587785,545,1100,545,0.851197979857744,0.00784294730188664
546,1534.69020674229,546,1763.18281521263,546,1140,546,0.853110277033583,0.00827941988823683
547,1529.96097023487,547,1760.44663708004,547,1130,547,0.851826605703497,0.00826289161712797
548,1222.0625631094,548,1406.15539333669,548,910,548,0.851831684019038,0.00612274523618287
549,1011.85969092846,549,1161.01147251521,549,760,549,0.854192127997838,0.00464191870089085
550,901.226104855537,550,1039.01987883523,550,680,550,0.850195526091996,0.00390501122058893
