Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps
420,9923.88328328133,420,11239.6897013049,420,9624,420,0.865407041539231
421,9836.00963345528,421,11130.9834656978,421,9558,421,0.866108091331859
422,10319.8789394093,422,11693.6285567466,422,10044,422,0.865011787029429
423,10993.956187849,423,12444.2367707648,423,10716,423,0.865912897090832
424,11982.9151251698,424,13577.2996650754,424,11696,424,0.865058287425358
425,13591.5733179569,425,15384.5845803217,425,13282,425,0.865909415798167
426,15729.5124332523,426,17813.445439681,426,15394,426,0.865485338199261
427,19310.380629034,427,21855.7223624175,427,18924,427,0.865991095331674
428,23032.2163475323,428,26111.7047306395,428,22608,428,0.86457216911707
429,28833.7190730953,429,32639.9981057649,429,28348,429,0.86584397619358
430,36810.4106252193,430,41693.3892171504,430,36252,430,0.86536034125317
431,46523.8410086012,431,52638.5033660859,431,45838,431,0.866277766774496
432,59076.5574983788,432,66912.5752037891,432,58236,432,0.865368117131942
433,76872.3978990602,433,87048.8751831872,433,75822,433,0.865563494478434
434,97423.4339552784,434,110233.367075603,434,96156,434,0.866235316824055
435,121863.08974545,435,137994.625234002,435,120364,435,0.865568875490305
436,153710.06139854,436,174096.121832562,436,151998,436,0.865379395665683
437,196115.238143201,437,222238.538428808,437,194164,437,0.864946572491977
438,241288.755477338,438,273108.66911743,438,239184,438,0.865943956355434
439,296812.002954164,439,336330.889226384,439,294592,439,0.864991044994874
440,367700.217280602,440,416237.453937881,440,365412,440,0.865848268490869
441,446214.947716212,441,505512.78070538,441,443984,441,0.865181329720604
442,537257.146563983,442,608394.747665295,442,535234,442,0.865542904268828
443,634237.071328378,443,718738.080175304,443,632638,443,0.864925058362709
444,751853.386886573,444,851174.566377782,444,750898,444,0.865773460752899
445,878281.196481442,445,994023.456059486,445,878270,445,0.866013191583735
446,999737.375580511,446,1132257.00216648,446,999734,446,0.865433632267534
447,1128707.17620053,447,1279131.07658975,447,1128716,447,0.864896245191818
448,1257109.83139751,448,1423712.46614989,448,1257136,448,0.865453245151718
449,1364636.97617537,449,1544820.33223326,449,1364686,449,0.865821694547235
450,1446869.85503926,450,1639266.89301073,450,1446946,450,0.865118384927986
451,1525384.59541603,451,1726506.67946661,451,1522622,451,0.865962551478405
452,1579264.96688411,452,1787405.98583225,452,1573474,452,0.866003088739671
453,1596681.09122103,453,1806232.19904994,453,1587876,453,0.866419946642656
454,1583612.86270589,454,1793906.78759556,454,1571966,454,0.86525406073742
455,1539985.60918064,455,1743671.70469889,455,1525838,455,0.865650948700563
456,1478474.10592033,456,1674342.45266724,456,1461982,456,0.865489449679903
457,1410165.66215595,457,1595205.29857658,457,1391672,457,0.866437482042745
458,1327928.07303253,458,1502803.79116295,458,1307922,458,0.866082360436305
459,1219673.30674046,459,1380280.79413623,459,1198930,459,0.866089810539937
460,1128315.71366386,460,1277943.71765069,460,1106944,460,0.865390569676722
461,1042790.10151063,461,1180960.2527903,461,1020126,461,0.86547415503295
462,955439.71851428,462,1081565.76757305,462,932022,462,0.865843624478498
463,859093.449767776,463,972719.564082595,463,835668,463,0.865652543243992
464,783870.075279293,464,887660.579785796,464,760346,464,0.865543700014664
465,723948.367914319,465,820146.868276341,465,700248,465,0.865189132302257
466,654194.981794167,466,740700.879542329,466,631280,466,0.865675233825877
467,596811.21150229,467,675823.329247956,467,574546,467,0.865556700502721
468,547095.247587347,468,618974.609323309,468,525444,468,0.866313181660362
469,498967.968166184,469,565706.355835002,469,478096,469,0.864535225300567
470,453386.10155344,470,513196.470318941,470,433404,470,0.865910558681448
