Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,669.338810920715,420,1713.88912765043,420,690,420,0.393139719260189,0
421,719.895244312286,421,1831.41970340026,421,740,421,0.395587067999846,6.15552304857947E-05
422,863.423590564728,422,2204.8528788502,422,880,422,0.394163408252711,0.000257136380661
423,1316.3568526268,423,3370.67328287943,423,1320,423,0.393134262335959,0.000867720845318
424,1458.1368639946,424,3702.48777048183,424,1460,424,0.396304989944715,0.001041504706518
425,1846.35114812851,425,4730.92487143746,425,1840,425,0.392884420178596,0.001580136312682
426,2489.08736915588,426,6342.86296278899,426,2470,426,0.394954539718939,0.002424369569508
427,2883.00267877579,427,7325.63918366031,427,2860,427,0.39603873052304,0.002939086836957
428,3765.75234661102,428,9646.79406173588,428,3730,428,0.392971364040099,0.004154763886113
429,4154.91442136765,429,10568.7792804176,429,4120,429,0.395635715163288,0.004637642594725
430,5203.65433454514,430,13238.5969896138,430,5160,430,0.395574048200157,0.006035927623077
431,6663.08118863106,431,17062.7403560249,431,6600,431,0.393107726587537,0.008038776880203
432,7998.06076564789,432,20280.9500918117,432,7920,432,0.396821877828196,0.009724275660194
433,9564.11645469665,433,24443.2650887546,433,9470,433,0.393852233633471,0.011904238255942
434,12313.7772605896,434,31453.5292351262,434,12190,434,0.394057198263403,0.01557578008702
435,15433.4532330036,435,39174.2928943907,435,15280,435,0.396442310934803,0.019619437522885
436,19116.3496846676,436,48880.9551173299,436,18940,436,0.393661178581332,0.02470318553117
437,25729.9435209274,437,65439.9416626786,437,25510,437,0.395686845217717,0.033375756280587
438,32598.5974422455,438,82834.188337416,438,32350,438,0.396029808900151,0.042485784512468
439,41152.3078480244,439,105434.215832709,439,40880,439,0.392922806760459,0.054322278059638
440,55007.6550729275,440,139569.08914912,440,54700,440,0.396592484593164,0.072200008864492
441,70800.0069100857,441,180097.002275743,441,70480,441,0.395626619256424,0.093426017651581
442,89503.6713345051,442,229158.767085552,442,89200,442,0.393175287972973,0.119121528982485
443,116190.832733631,443,293913.942155025,443,115930,443,0.397745404795275,0.153036275856811
444,142239.084681988,444,362907.103986777,444,142090,444,0.394492673119368,0.189170617507079
445,177651.596942663,445,453709.082327305,445,177680,445,0.394117711042236,0.236727065432718
446,219381.374210548,446,555928.565235755,446,219410,446,0.397070515494944,0.290263294540974
447,263529.637549067,447,674215.256260789,447,263560,447,0.393458057642202,0.352214531340375
448,320176.640752411,448,814080.300177411,448,320210,448,0.395797076136208,0.425467171857671
449,375511.368082809,449,952905.084727776,449,375550,449,0.396539687754511,0.498174988999038
450,429953.897490978,450,1100603.29364959,450,430000,450,0.393250359066528,0.575530155810038
451,501697.545558167,451,1275026.19492762,451,500810,451,0.395971873187641,0.666882059956437
452,570342.750196838,452,1448793.01689719,452,568270,452,0.396152197019945,0.757890350427914
453,624276.283725357,453,1596795.81851552,453,620850,453,0.393541721817856,0.83540504401328
454,672008.529770183,454,1703931.16820822,454,667080,454,0.396844898094804,0.891515899434825
455,718116.57226944,455,1830056.800941,455,711530,455,0.394933288994958,0.957572688006664
456,741250.515997314,456,1894163.60109997,456,732990,456,0.393905906660368,0.991147856292163
457,754377.86205368,457,1911065.45555477,457,744490,457,0.39718652258013,1
458,746635.147875977,458,1908014.26089975,458,735390,458,0.393887945635816,0.998401973366941
459,722842.496720886,459,1841565.24765279,459,710550,459,0.395043054997238,0.963600099047222
460,699378.081413269,460,1771667.31245519,460,686130,460,0.397200934744268,0.926991893189987
461,657665.572992611,461,1680310.87191963,461,643370,461,0.393964848737662,0.879145052334735
462,622316.272435284,462,1580081.50306932,462,607060,462,0.396328568587614,0.826651121613606
463,568814.413846636,463,1444367.00169145,463,553300,463,0.396294845234561,0.755572278008169
464,520566.632478905,464,1331303.01051874,464,504940,464,0.393604085916885,0.696356367664173
465,482634.864635468,465,1225352.86744326,465,466830,465,0.396351136812613,0.640866250004103
466,442329.045196533,466,1123484.82558802,466,426830,466,0.396194662466703,0.587514083935566
467,394543.32189393,467,1006839.35242207,467,379820,467,0.394415395461948,0.526422415320437
468,365936.610520363,468,927726.510561454,468,351450,468,0.396900109159896,0.484988012535904
469,333651.417275906,469,849878.739299535,469,319690,469,0.39511217587854,0.444216175316008
470,297233.684015274,470,757763.053447076,470,284130,470,0.394789128968189,0.395971688825325
471,268697.313095522,471,680254.096966738,471,255660,471,0.397430518237319,0.355377301786705
472,244402.193457031,472,623708.954741439,472,231470,472,0.394405498230271,0.32576246122012
473,221790.57819376,473,564138.275565915,473,209090,473,0.395653379356721,0.294563031935865
474,203670.976223755,474,516337.135643032,474,191130,474,0.396908755647756,0.269527757781336
475,184219.086512089,475,470523.506064533,475,172090,475,0.394084436154514,0.245533418350055
476,166379.451344061,476,422117.573221022,476,154940,476,0.396620760797147,0.22018139115158
477,153261.900884008,477,388834.993134659,477,142280,477,0.396623041270769,0.202750038711525
478,138253.559275055,478,352865.027615381,478,127950,478,0.394357370342475,0.183911200358362
479,126899.934747648,479,321806.291075598,479,117080,479,0.396796063057529,0.167644559323835
480,117495.851454735,480,298779.249750093,480,108070,480,0.395753232391697,0.155584422400704
481,105137.398365736,481,268083.688937585,481,96440,481,0.394721527290014,0.139507990300802
