Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
482,98603.8417971134,482,249704.499470187,482,90200,482,0.397321369262299,0.129882110085462
483,88643.6177110672,483,225326.973383219,483,80870,483,0.395894627239891,0.117114672953607
484,82036.2929975986,484,209167.98951117,484,74640,484,0.394742364119358,0.108651598810438
485,78512.2178351879,485,198498.930348418,485,71240,485,0.397944707461007,0.103063806938919
486,71674.7258766174,486,182688.771217199,486,64910,486,0.394867025798635,0.094783425573216
487,65639.6930190086,487,166927.954388035,487,59330,487,0.395723048600735,0.086528886646864
488,61466.0303486824,488,155360.623696841,488,55450,488,0.398045657221405,0.080470635827797
489,56941.7509614945,489,145225.499237979,489,51270,489,0.394635571435065,0.075162485858419
490,53345.7726004124,490,135181.229273698,490,47940,490,0.397073012929464,0.069901919841718
491,48929.4527970314,491,123915.473668639,491,43890,491,0.397301544996622,0.064001615359741
492,44081.923815918,492,112609.880029277,492,39470,492,0.394024341323434,0.058080446184744
493,42396.9808342934,493,107072.600796808,493,37890,493,0.398363554529063,0.055180362549109
494,39077.6331383228,494,99207.6145263535,494,34860,494,0.396373595126651,0.051061170249091
495,35958.8768727779,495,91721.270346626,495,32020,495,0.394590485768222,0.047140287206197
496,35151.4418558121,496,88866.9702580577,496,31240,496,0.397965480871011,0.045645381742605
497,31991.9846134663,497,81416.9897839108,497,28380,497,0.395451803608343,0.041743543754703
498,29351.4621517181,498,74723.5536693906,498,25990,498,0.39531777446345,0.038237936808233
499,28343.9328070641,499,71611.2363298569,499,25050,499,0.398207681474787,0.036607897901696
500,25991.9391860962,500,66259.927874719,500,22930,500,0.394809235044616,0.033805214231893
501,24746.071198082,501,62737.6936824124,501,21750,501,0.396892953026518,0.031960486286427
502,21418.3749930382,502,54225.9017960481,502,18760,502,0.397419642297412,0.027502537296817
503,21281.4791357994,503,54265.9888729125,503,18570,503,0.394710447025392,0.027523532422895
504,20001.2539123535,504,50570.047987383,504,17390,504,0.397931366988341,0.025587827678668
505,19937.7763242722,505,50564.1823667427,505,17270,505,0.396767100208064,0.025584755630155
506,17875.6984952927,506,45512.1275750889,506,15440,506,0.395286137034467,0.022938802480151
507,16033.219485569,507,40514.8155385688,507,13810,507,0.398144464314114,0.020321520192075
508,16060.145728302,508,40850.0702084742,508,13790,508,0.395652636921294,0.020497105807527
509,14668.5943959713,509,37227.253785279,509,12560,509,0.396499559763413,0.018599699124077
510,14008.8259162903,510,35351.0926436004,510,11960,510,0.398664105216824,0.017617082211263
511,12324.4963047981,511,31383.4356794286,511,10480,511,0.395227649144549,0.01553906942727
512,12344.7972141266,512,31219.3337122783,512,10450,512,0.397840621065902,0.01545312298868
513,11828.4214262009,513,29930.8579165281,513,9970,513,0.397619204362547,0.014778299232592
514,11845.6687213898,514,30142.4954092571,514,9940,514,0.395499044817477,0.014889141833007
515,10130.828950882,515,25567.3557734049,515,8470,515,0.39862921170543,0.012492967280191
516,10589.7524000168,516,26835.38273172,516,8810,516,0.397068109851572,0.013157081202745
517,10093.4718129158,517,25684.4041615253,517,8360,517,0.395490944069724,0.012554269970684
518,8677.24636964798,518,21901.853381596,518,7160,518,0.398578182502056,0.010573204332255
519,8534.04303684235,519,21696.6301403233,519,7010,519,0.395832073121261,0.010465721119168
520,7884.35121631622,520,20011.3609878911,520,6450,520,0.396466230516257,0.009583081597948
521,7972.15128421783,521,20116.2335866859,521,6490,521,0.39869042519644,0.009638007364705
522,7016.20401287079,522,17864.2029103357,522,5690,522,0.395271061828286,0.008458533287773
523,6587.80102300644,523,16692.6213173867,523,5320,523,0.397101278166194,0.007844931469465
524,6682.10930538177,524,16923.3892554073,524,5370,524,0.397285279128102,0.00796579341133
525,5919.48502397537,525,15076.3200276801,525,4740,525,0.395157922203241,0.006998413039791
526,5936.90978469849,526,15019.0621675418,526,4730,526,0.397715577916913,0.00696842492176
527,5635.73142127991,527,14276.4635529205,527,4470,527,0.397200761652386,0.006579497797138
528,5356.8248664856,528,13629.6810318543,528,4230,528,0.395535087029541,0.006240753203194
529,5190.64555845261,529,13110.413378074,529,4080,529,0.398318279557876,0.005968792992769
530,4531.15063476563,530,11521.1821494039,530,3550,530,0.395787538678152,0.005136452183138
531,4986.28423218727,531,12649.5245937721,531,3880,531,0.396652712461806,0.005727408015584
532,4386.86644563675,532,11076.0778756849,532,3400,532,0.398461716699541,0.004903334154198
533,4135.48448696137,533,10526.7421128521,533,3190,533,0.395370180772485,0.004615626132013
534,4277.82098407745,534,10819.4263614467,534,3280,534,0.39780384833934,0.004768915999496
535,3756.40489292145,535,9496.57354925494,535,2870,535,0.397967840738017,0.004076087693042
536,3459.00817546844,536,8800.21216169733,536,2630,536,0.395567050376709,0.003711376761959
537,3359.61553854942,537,8479.32558824727,537,2540,537,0.398602076095885,0.003543316264828
538,3258.70122652054,538,8261.0487587693,538,2450,538,0.39692062412417,0.003428996391361
539,3319.94364418983,539,8431.61083742113,539,2480,539,0.396231238021108,0.003518326235928
540,3175.82721829414,540,7999.58987126073,540,2360,540,0.399358838094736,0.003292060432523
541,2684.9777223587,541,6830.36626697792,541,1990,541,0.395600373663401,0.002679693582519
542,2952.11001005173,542,7472.42534125092,542,2170,542,0.397499509180502,0.003015964327814
543,2662.94053993225,543,6724.84958643037,543,1950,543,0.398383139899333,0.002624430485663
544,2384.00710539818,544,6061.3909105081,544,1740,544,0.395808281332161,0.002276951955471
545,2568.70575642586,545,6481.85452524182,545,1860,545,0.398678319016711,0.002497164734577
546,2242.89915080071,546,5668.21662330384,546,1620,546,0.398106253923575,0.002071031634605
547,1984.50420131683,547,5044.78381731014,547,1430,547,0.395872980264246,0.001744516174092
548,2415.26886734962,548,6099.21021052175,548,1720,548,0.398394538929583,0.002296759360602
549,2415.68798522949,549,6111.2697577205,549,1710,549,0.397708350019545,0.002303075403918
550,2094.58384823799,550,5319.25720106166,550,1480,550,0.396254454983036,0.001888268319363
