Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,1485.2254049778,420,3859.48869179446,420,1480,420,0.387743660906764,0
421,1824.63362355232,421,4765.6068687761,421,1810,421,0.385867559484549,0.000795406428089
422,1769.29366459847,422,4610.23960307251,422,1760,422,0.386733297843376,0.00065902231728
423,2220.44809756279,423,5776.56362550152,423,2200,423,0.387324646707291,0.001682842000232
424,2453.25855689049,424,6418.06781514403,424,2430,424,0.385258374527412,0.00224596562919
425,2818.92742180824,425,7327.86463113075,425,2790,425,0.387610505327512,0.003044601231117
426,3305.43409295082,426,8615.18687204076,426,3270,426,0.386637508652925,0.004174635272429
427,4148.28637042046,427,10842.200156599,427,4100,427,0.385607842030016,0.006129546593022
428,5682.36082921028,428,14766.7136116983,428,5610,428,0.38772861454923,0.009574553335635
429,6821.85139040947,429,17792.154958667,429,6740,429,0.386390891106722,0.012230338812978
430,10204.8199689388,430,26594.735739854,430,10080,430,0.386676517030419,0.019957398610462
431,15645.1260927439,431,40612.22716061,431,15440,431,0.388135938847798,0.03226219843126
432,28267.4667319298,432,74003.5430144034,432,27880,432,0.385000362957748,0.061573681135332
433,55309.2935764551,433,144169.297140956,433,54550,433,0.386604795479354,0.123166410739157
434,105777.41518836,434,274899.888644714,434,104370,434,0.387705953817826,0.237924016834522
435,174808.121432424,435,457955.792609442,435,172600,435,0.384749567602942,0.398613699937587
436,263807.446831298,436,685274.177086504,436,260790,436,0.387880232547288,0.598157764750476
437,349430.699751163,437,914060.583361939,437,345870,437,0.385298243595943,0.798990484845494
438,405271.487127995,438,1059453.96429014,438,401660,438,0.385533774440223,0.926619344667122
439,433250.134484935,439,1127179.24361442,439,429950,439,0.387303056713685,0.986069782686225
440,436565.767496943,440,1143048.39260741,440,433810,440,0.384958612766699,1
441,413737.854504704,441,1078737.45499126,441,411650,441,0.386506314781667,0.943546731016164
442,384551.358335137,442,1001143.67175556,442,383100,442,0.38705796814577,0.875433547180719
443,347576.868977666,443,908477.543907169,443,346710,443,0.385595427813495,0.794089594891615
444,318045.207448125,444,826960.557797996,444,317660,444,0.387523207652851,0.722532554765098
445,285107.240758061,445,742928.483148293,445,285130,445,0.386720379371579,0.648767725805767
446,252629.007302713,446,660476.872305058,446,252660,446,0.385501252955182,0.576390255695381
447,229282.605369115,447,595674.055377092,447,229320,447,0.387828817821086,0.519505206424601
448,203897.049969292,448,532820.246205813,448,203940,448,0.385674769937312,0.464331030346132
449,184012.610596824,449,480066.205129032,449,184060,449,0.386282765901041,0.418022607840036
450,163938.960913897,450,426325.197892201,450,163990,450,0.387469606866781,0.370847809128327
451,150098.298955154,451,392125.583963805,451,149870,451,0.385776878888798,0.340826788197693
452,133193.797883177,452,346725.866019873,452,132750,452,0.387091869359076,0.300974119524497
453,120408.724713421,453,312983.883130046,453,119790,453,0.387635681136412,0.271354815145873
454,112834.25331502,454,295130.841114418,454,112050,454,0.38533238132047,0.255683101741482
455,101809.317606926,455,264180.150177875,455,100920,455,0.388276921947122,0.228514042395697
456,92485.3992084503,456,241400.321061023,456,91500,456,0.386103444857242,0.208517508863328
457,87116.1704881668,457,227330.143761364,457,86020,457,0.38619382266141,0.196166460453975
458,79775.420664978,458,207328.307979223,458,78620,458,0.387699227553129,0.178608498193817
459,72292.9990182877,459,188948.368613375,459,71110,459,0.385609356464773,0.162474265054192
460,67705.9846744537,460,176511.00076617,460,66470,460,0.386545235659545,0.151556525419918
461,64607.8904992819,461,167852.803993479,461,63250,461,0.387824157453298,0.14395620843743
462,59174.0436442852,462,154620.893036858,462,57770,462,0.385702631292984,0.132341004926283
463,55497.1735315561,463,144479.414962972,463,54030,463,0.387063883072073,0.123438637602454
464,52448.0465752602,464,136138.685869532,464,50920,464,0.388157714807889,0.116116999316854
465,48429.5400542021,465,126494.419658447,465,46890,465,0.385851874642084,0.107651093286752
466,44202.4336633682,466,114655.256312265,466,42700,466,0.388417774869907,0.097258468055336
467,42666.1637891531,467,111156.004741723,467,41120,467,0.386796455399406,0.094186763653621
468,40455.6333510876,468,105789.464955829,468,38900,468,0.385425793477777,0.089475920906253
469,38056.7037781477,469,98665.0966287257,469,36510,469,0.388601890987985,0.083222025434997
470,35562.2832894325,470,92922.3708718674,470,34040,470,0.385707962332209,0.07818096004442
471,33500.1786719084,471,87138.0048844077,471,31920,471,0.387382966512117,0.073103342129096
472,31660.2139693737,472,82359.5613971574,472,30030,472,0.387349146837963,0.06890874062725
473,29791.1331829786,473,77820.8513275289,473,28130,473,0.385811202102972,0.064924581324058
474,28436.3838661194,474,73688.4666772401,474,26730,474,0.388779094398045,0.061297101600472
