Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps,
420,756.643873214722,420,1650.44997603757,420,770,420,0.45679511806002,0
421,962.626493835449,421,2089.89096599503,421,970,421,0.458878033763434,0.000257219709438
422,1002.15112190247,422,2179.42113703454,422,1010,422,0.45812102714713,0.000309624753818
423,1258.4950129509,423,2745.40357077051,423,1260,423,0.456750563589752,0.000640913460333
424,1575.69528160095,424,3416.59449326771,424,1570,424,0.459434395894295,0.001033784262119
425,1819.59243583679,425,3961.35891157122,425,1810,425,0.457650283985779,0.001352653344864
426,1866.81552686691,426,4061.64318890002,426,1860,426,0.457924956721952,0.001411353132243
427,2620.72524957657,427,5681.82145410425,427,2600,427,0.459490736109734,0.002359698398474
428,3176.97022075653,428,6913.91111348877,428,3150,428,0.457812621282744,0.003080882246662
429,4281.37720689774,429,9316.4485435264,429,4240,429,0.457857182667151,0.004487168855767
430,4770.18606185913,430,10349.9201959417,430,4730,430,0.459147779579858,0.005092094850888
431,6179.15890517235,431,13458.8521682145,431,6120,431,0.457437970341846,0.006911858133892
432,9088.98243980408,432,19765.562105549,432,8990,432,0.458135332976586,0.010603389271555
433,12003.8592345238,433,26026.437157715,433,11870,433,0.459462380512367,0.014268091697025
434,14710.8267866135,434,32098.321930389,434,14550,434,0.456658570499773,0.017822171704722
435,20634.6708316803,435,44790.2173342465,435,20410,435,0.458959913376092,0.025251168367774
436,26000.4209906101,436,56530.2375141449,436,25740,436,0.458230614573901,0.032123000191579
437,35939.4687068939,437,78393.1493152167,437,35610,437,0.456799575533605,0.044920103669551
438,47416.5086867332,438,102891.774328971,438,47030,438,0.459097316859006,0.059259979447382
439,61664.9706765175,439,134156.830962888,439,61230,439,0.457951548975576,0.077560477049412
440,79287.7566387653,440,172717.09443549,440,78820,440,0.457386549178342,0.100131106537684
441,101985.221641302,441,221542.82776238,441,101500,441,0.458618148939066,0.128710463553681
442,130809.042415857,442,284648.741366251,442,130340,442,0.457852492735461,0.165648494215321
443,161514.521965027,443,351044.752120696,443,161130,443,0.458383068467464,0.204512330280722
444,202295.453586817,444,439027.112653324,444,202060,444,0.459042024254763,0.256011388696039
445,245462.313804865,445,535525.692714458,445,245480,445,0.45670911905131,0.312495279119966
446,297151.533325577,446,645258.387687259,446,297170,446,0.458786297927092,0.3767255456673
447,353939.00233798,447,768368.899455496,447,353960,447,0.458903009062316,0.448786301922422
448,419664.568591309,448,915553.285029186,448,419690,448,0.456723511903544,0.534938312673155
449,482557.46848402,449,1045754.60943899,449,482590,449,0.459680260037817,0.611149561961531
450,541567.870880127,450,1178198.40043861,450,541610,450,0.457960437219865,0.688673402969479
451,609111.41845932,451,1327455.40404089,451,608020,451,0.457189193915491,0.77603858731866
452,679301.51805048,452,1471297.37065762,452,676820,452,0.459928732957333,0.860234166938531
453,718514.44529171,453,1566025.52736852,453,714560,453,0.457148377609981,0.915681768554316
454,751490.8964077,454,1633975.88992924,454,745970,454,0.458208707483596,0.955455419427874
455,780779.329650879,455,1693349.22671276,455,773610,455,0.45933522783587,0.990208646334002
456,784327.237381744,456,1710077.03562525,456,775580,456,0.456990734059404,1
457,784853.169562912,457,1702605.23153033,457,774560,457,0.45922556196939,0.995626499752646
458,768367.804571533,458,1671560.14753122,458,756790,458,0.457973364274731,0.977454759591331
459,727963.916344833,459,1587697.43769409,459,715580,459,0.456848930323362,0.928367072393305
460,704866.405860901,460,1529877.71949206,460,691510,460,0.458996386172094,0.89452323111402
461,663046.922944164,461,1442606.82230632,461,648630,461,0.457921540183844,0.843440616315809
462,619049.956264687,462,1347315.35842807,462,603870,462,0.457779099154965,0.787663291917617
463,576313.559509563,463,1250058.90062256,463,560590,463,0.459280644765292,0.730735789956183
464,534324.849339867,464,1161857.96622188,464,518280,464,0.458182461175318,0.679108792845765
465,497900.214650631,465,1083356.50405504,465,481590,465,0.457895702286576,0.633159225667251
466,465756.366130829,466,1009712.14038299,466,449430,466,0.459518658023723,0.59005268290407
467,425506.392472029,467,927325.414227893,467,409620,467,0.457186270665404,0.541828938994235
468,392922.30597353,468,853293.732695537,468,377360,468,0.458749361168554,0.498495685956485
469,363790.731708288,469,790300.205631779,469,348560,469,0.458597728626964,0.461623438946925
470,330091.312789917,470,719514.419028423,470,315530,470,0.457105593397594,0.420190118254097
471,304704.565291309,471,661158.386091717,471,289910,471,0.45912237679648,0.386032353778353
