Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1,Normalized1
472,280946.776138115,472,609969.526266121,472,266070,472,0.458859384662889,0.356069778707476
473,260403.723286581,473,567294.686615495,473,245480,473,0.457353651707217,0.331090748289023
474,237847.077737427,474,515810.452259785,474,223190,474,0.459361706125417,0.300955280491824
475,218659.245416641,475,475834.427993047,475,204250,475,0.457835671590091,0.277555958213339
476,199671.668698883,476,435154.516929191,476,185930,476,0.457185278844153,0.253744627129189
477,185075.000154924,477,401302.988978914,477,171800,477,0.459430885657689,0.233930180178627
478,169290.999081659,478,368255.198779133,478,156660,478,0.458011909404943,0.214586188181908
479,157004.4324862,479,341756.559515073,479,144840,479,0.457716592004793,0.199075636258489
480,144931.563491821,480,314519.388907274,480,133290,480,0.459063240408052,0.183132796901744
481,133860.01853466,481,291374.689302681,481,122770,481,0.457720668008666,0.169585419566944
482,124234.234554768,482,269915.034999829,482,113630,482,0.458551488298987,0.157024356373996
483,113807.420105934,483,247059.32538857,483,103810,483,0.458913916235056,0.143646134679692
484,105531.793488264,484,229979.491632797,484,96000,484,0.457206899116917,0.1336487289385
485,96161.3109362125,485,208819.780705442,485,87240,485,0.458770398507915,0.121263232771972
486,88906.0972894192,486,193084.276329861,486,80500,486,0.45872538651241,0.11205270859273
487,82285.4514841557,487,179211.290106326,487,74360,487,0.4574749612214,0.103932379431344
488,77712.3040550232,488,168593.348975441,488,70090,488,0.459199911945956,0.097717338515875
489,72064.2634572029,489,156793.182042857,489,64870,489,0.457917970581014,0.090810300758616
490,67050.3365557194,490,145867.137117302,490,60240,490,0.457969647567643,0.08441491624673
491,61756.6385111332,491,134110.680002011,491,55380,491,0.458761767994099,0.077533463327391
492,58163.8979569912,492,126675.047977021,492,52060,492,0.457479781329629,0.073181135818882
493,52708.3065820694,493,114582.605670707,493,47090,493,0.458292600064241,0.0661030193766
494,48409.8397768021,494,105033.758867186,494,43170,494,0.459154337282626,0.060513755615587
495,44206.9034876823,495,96350.1722522533,495,39350,495,0.457149326754308,0.055430957977178
496,42029.8287599564,496,91285.0750467819,496,37340,496,0.458698042048198,0.052466184864878
497,38714.6597171783,497,84040.3657902722,497,34330,497,0.458932483796451,0.048225610925462
498,37083.0337037087,498,80953.0248659416,498,32820,498,0.456442682484638,0.046418485614803
499,34005.011052084,499,73752.8423230367,499,30040,499,0.459317225803324,0.042203974670413
500,31868.6344032288,500,69219.4596103334,500,28100,500,0.458674985065131,0.039550432077021
501,29915.5646929264,501,65230.8468877895,501,26280,501,0.456952681025121,0.03721576182777
502,27740.6526173592,502,60091.6776539836,502,24280,502,0.459867560235898,0.034207631846081
503,25847.0480240345,503,56215.3779103601,503,22540,503,0.458084090150173,0.03193870219105
504,23742.263350296,504,51678.1751243584,504,20630,504,0.457736849715431,0.029282923579248
505,23484.5335617065,505,50917.4028175151,505,20330,505,0.459472114665743,0.028837617756198
506,21782.0158746719,506,47485.2281772293,506,18800,506,0.457049617247311,0.026828649580968
507,20417.7761655807,507,44381.8850306723,507,17570,507,0.458335755971178,0.025012157627128
508,19243.1955656052,508,41732.8459680552,508,16510,508,0.459353028643144,0.023461585255527
509,18611.7901405811,509,40579.705863703,509,15920,509,0.456988324839754,0.022786613258463
510,16964.8598556519,510,36803.4563946047,510,14470,510,0.459212500446452,0.020576246421036
511,16404.3132720947,511,35631.9910015721,511,13930,511,0.458657346620904,0.01989054801124
512,14817.5535957336,512,32285.7229154871,512,12530,512,0.457279913373469,0.017931863854605
513,14109.7191498756,513,30624.3273622128,513,11880,513,0.45899814069435,0.01695939271231
514,13035.7429794312,514,28365.4355842378,514,10930,514,0.45787065760789,0.01563718677326
515,12697.2094092369,515,27624.9555794351,515,10600,515,0.457932146949186,0.015203758722548
516,11198.7477457047,516,24279.5548872329,516,9310,516,0.45948545156213,0.01324558228096
517,10826.7478503227,517,23585.2661438613,517,8960,517,0.457372746412069,0.012839191541548
518,10792.2794319153,518,23471.849493083,518,8890,518,0.458094336903474,0.012772804930774
519,10499.6669643402,519,22762.9939709282,519,8610,519,0.459503239494801,0.012357887761895
520,9736.01646137238,520,21192.9291753903,520,7950,520,0.457711763790332,0.011438875608416
521,9003.92877817154,521,19576.1242479197,521,7320,521,0.45823649516793,0.010492504871124
522,8338.89024066925,522,18079.6807001747,522,6750,522,0.459473960502312,0.009616585729901
523,8491.44318437576,523,18499.7087019193,523,6840,523,0.457331416076123,0.009862442359195
524,7590.79584503174,524,16479.0663048487,524,6090,524,0.458898992186249,0.008679691859967
525,6832.50316572189,525,14822.5338301844,525,5460,525,0.459208129995645,0.007710067242451
526,6816.54586296082,526,14866.1958779011,526,5420,526,0.456871696435774,0.007735624119219
527,6710.90260562897,527,14547.7211059492,527,5310,527,0.45954396090972,0.007549210038201
528,6770.28917160034,528,14722.843737711,528,5330,528,0.458144935284493,0.007651715251613
529,6147.96838827133,529,13395.3822268173,529,4820,529,0.457290618844099,0.006874707025422
530,5596.69519042969,530,12137.5483650528,530,4370,530,0.459354551660969,0.006138454222796
531,5472.6875453949,531,11930.3679247212,531,4250,531,0.457057014183446,0.006017184487197
532,5451.53826637268,532,11852.092280607,532,4210,532,0.458255561739391,0.005971367098981
533,4943.11409096718,533,10733.0094556363,533,3800,533,0.458821825870301,0.005316329982156
534,4521.20968570709,534,9858.27233109953,534,3460,534,0.456962490280346,0.004804316687651
535,4559.828602314,535,9905.25880837228,535,3470,535,0.458621354476739,0.004831819465744
536,4575.42180485725,536,9942.85414436778,536,3460,536,0.458455456398432,0.004853825290467
537,4469.60880389214,537,9743.83083558578,537,3360,537,0.457049858526904,0.004737330200509
538,4389.21571192741,538,9515.98647875094,538,3280,538,0.459489916426691,0.004603965174028
539,3734.59560303688,539,8110.9707482588,539,2780,539,0.458711209667401,0.003781561833847
540,3977.33244538307,540,8671.54138564831,540,2940,540,0.457004935699945,0.004109682832489
541,3063.41594042778,541,6647.22658295925,541,2260,541,0.45911424052436,0.00292478274975
542,3555.31892924309,542,7747.47649897259,542,2600,542,0.457231399486008,0.003568796326485
543,3046.15782351494,543,6628.17603620803,543,2220,543,0.457882916137085,0.002913631818881
544,3205.88440737724,544,6948.11257965659,544,2320,544,0.459641149378757,0.003100901524314
545,3268.23202085495,545,7123.15771850199,545,2350,545,0.457152093124976,0.003203361378496
546,2733.0880376339,546,5934.22633026825,546,1960,546,0.45883243478141,0.002507439529573
547,3008.3018889904,547,6527.346572298,547,2140,547,0.459133913394245,0.002854612915314
548,2738.45896668434,548,5967.08859311002,548,1940,548,0.457257290789035,0.002526674926118
549,2668.2899740696,549,5783.63547291118,549,1880,549,0.459591142037374,0.002419293595401
550,2597.05026650429,550,5646.44754843907,550,1820,550,0.458236208827227,0.002338992852235
