Wavelength,S1c,Wavelength,S1c / R1c,Wavelength,S1,Wavelength,R1
nm,CPS,nm,CPS / MicroAmps,nm,CPS,nm,MicroAmps
420,858.499779224396,420,1842.50675094885,420,862,420,0.464756765657674
421,1024.86527576447,421,2196.30020102274,421,1024,421,0.465422321021021
422,1318.94682779312,422,2828.49559372378,422,1310,422,0.465108739181559
423,1758.58662729263,423,3765.50524392603,423,1738,423,0.465800437046012
424,2169.6746547699,424,4652.38893061221,424,2140,424,0.46515713357414
425,2752.03064107895,425,5895.63182808959,425,2710,425,0.465575246698854
426,3442.00530586243,426,7383.41567430737,426,3388,426,0.464987246226854
427,4401.34310874939,427,9430.94442076328,427,4332,427,0.465479171071326
428,5409.43578128815,428,11590.6363589802,428,5328,428,0.46549432400212
429,6900.38070077896,429,14800.6385395091,429,6802,429,0.465026908205431
430,8870.836622715,430,19021.3604852039,430,8754,430,0.465161684317117
431,11290.8421850681,431,24191.2455956809,431,11142,431,0.4655185490457
432,13635.5051712036,432,29171.1034392679,432,13460,432,0.466191752686117
433,16203.3832041264,433,34711.5871357708,433,16002,433,0.465583856088875
434,17799.4109051704,434,38135.8658515202,434,17590,434,0.465522595104243
435,18936.7275719643,435,40582.1673815787,435,18728,435,0.465416752707576
436,18349.4293363571,436,39285.4461713982,436,18172,436,0.465852572893568
437,17618.0998755455,437,37723.4027468067,437,17472,437,0.465808405376175
438,16807.894966507,438,35988.4312433294,438,16692,438,0.465810685039198
439,15769.9787727356,439,33798.7237943558,439,15684,439,0.465376535309093
440,14605.9042415619,440,31269.6287720711,440,14548,440,0.465867948030471
441,13682.7341065407,441,29295.4246615135,441,13648,441,0.465834163355809
442,13649.3249373436,442,29214.0182011511,442,13632,442,0.465986146803444
443,13734.2689826488,443,29415.7001283183,443,13734,443,0.465682290343656
444,14517.9117014408,444,31047.6859480844,444,14534,444,0.466353963146103
445,15573.5426077843,445,33362.1514108829,445,15608,445,0.465586064989265
446,17371.3757500649,446,37181.8116725407,446,17406,446,0.465969360800796
447,18863.1193160534,447,40407.5041475015,447,18898,447,0.465604812509193
448,21970.8674221039,448,47049.2840211144,448,22006,448,0.465752486493446
449,24840.4874067307,449,53223.7151252812,449,24876,449,0.465504915127315
450,28933.9931015968,450,61913.2215263076,450,28970,450,0.466094992511184
451,34117.4849159241,451,73078.9945262623,451,34090,451,0.465638916474008
452,42977.6564839363,452,91997.7668263674,452,42854,452,0.465929781791882
453,51713.6361345291,453,110809.772950616,453,51462,453,0.465476037106875
454,65510.94345541,454,140168.931330974,454,65062,454,0.466133444277087
455,88711.3438529968,455,189892.846298186,455,87928,455,0.465935072013903
456,121232.542124176,456,259516.247566074,456,119910,456,0.465918613693741
457,161052.788889313,457,344649.303798898,457,158968,457,0.466059644192156
458,220512.750692749,458,471894.927052924,458,217214,458,0.466057110661037
459,319070.343293762,459,682407.464473854,459,313660,459,0.466320547161921
460,412808.84936142,460,883537.330424868,460,404998,460,0.465990514631692
461,516202.722765398,461,1103894.9621065,461,504982,461,0.466372231158598
462,621124.979469109,462,1329562.45142011,462,605888,462,0.465934761116085
463,732041.636733627,463,1564238.12432634,463,712052,463,0.466725157212363
464,795079.351513481,464,1701913.76400514,464,771178,464,0.465937526199321
465,843752.828303576,465,1804759.99897637,465,816078,465,0.466271959936399
466,874345.67474556,466,1872954.98806255,466,843654,466,0.465609303170689
467,883259.92327261,467,1889293.20565846,467,850232,467,0.466265097677678
468,878756.463445187,468,1881950.06375747,468,843894,468,0.465717557791105
469,863931.746960402,469,1847141.68575236,469,827698,469,0.466462085015058
470,831476.713991165,470,1778554.15270929,470,794728,470,0.466258709967283
471,790765.678499079,471,1691382.31348726,471,752298,471,0.466282572614633
472,754985.056386852,472,1616261.23778893,472,714930,472,0.465889766953817
473,706410.269839573,473,1511654.57494702,473,665848,473,0.466073727863335
474,655009.969535828,474,1401153.39075828,474,614566,474,0.466237188590316
475,604829.324654579,475,1293797.54261289,475,564892,475,0.466241633093977
476,556736.446533966,476,1191158.8525865,476,518340,476,0.466151965394738
477,504432.225995445,477,1078805.66146323,477,468172,477,0.466338099155759
478,456693.757154322,478,976188.00300803,478,422542,478,0.466578606084219
479,414835.728382301,479,887052.014626458,479,382620,479,0.466408018930739
480,378330.898718834,480,809009.394678514,480,347868,480,0.466398876818261
481,341397.146221399,481,730246.442816992,481,313042,481,0.466266417562895
482,308404.695239067,482,659812.200556737,482,282012,482,0.466173378052837
483,280048.202524185,483,598836.468146491,483,255380,483,0.466405409105677
484,256499.51223731,484,548379.535301295,484,233266,484,0.466489122634854
485,230163.847857714,485,492685.165880041,485,208746,485,0.465932037040843
486,209103.587144423,486,447156.979435523,486,189270,486,0.466381486567582
487,189954.743501234,487,406454.208700011,487,171598,487,0.466109024874687
488,174306.851928806,488,372328.928572137,488,157152,488,0.466885716289949
489,157630.293804502,489,337329.868158105,489,141838,489,0.466053475636113
490,143768.717254162,490,307190.631125227,490,129112,490,0.466749549148944
491,132961.245897818,491,284379.513397386,491,119178,491,0.466304067860925
492,120693.051356792,492,257760.960300872,492,107976,492,0.466966086237064
493,110825.465914059,493,237041.555964315,493,98960,493,0.466291950856866
494,102360.186165047,494,218802.83179237,494,91228,494,0.466564628080151
495,93843.5141606331,495,200589.825755265,495,83480,495,0.466582497075322
496,86360.7168348312,496,184603.465349167,496,76674,496,0.466562824491333
497,79804.950676918,497,170546.873522825,497,70716,497,0.466676568079493
498,74025.7813564301,498,158285.558089175,498,65468,498,0.466423195512656
499,67944.2746996403,499,145262.095107019,499,59974,499,0.466484207397563
500,62110.7849349976,500,132851.485427286,500,54720,500,0.466276952612042
501,57685.3449223995,501,123256.008933512,501,50630,501,0.466750546120047
502,54293.3030308723,502,116070.301242964,502,47474,502,0.466509699683539
503,50108.6695091248,503,107076.653193631,503,43652,503,0.466709770822103
504,46312.8665313721,504,99038.7333331457,504,40196,504,0.466376424273716
505,42792.5984182358,505,91377.9333730661,505,37004,505,0.467030644073717
506,40542.5579618454,506,86588.3721799763,506,34950,506,0.466952018587613
507,37233.7857916832,507,79533.2945835404,507,32000,507,0.466886280865129
508,35025.2334153175,508,74809.9958395545,508,30010,508,0.466920716136392
509,32785.7268064022,509,70033.9797466334,509,28006,509,0.466873607868959
510,29953.0662574768,510,63969.5905793664,510,25510,510,0.466968774072683
511,28298.8578177452,511,60456.9221862398,511,23994,511,0.466818476339723
512,26224.9815481186,512,55975.425820435,512,22138,512,0.467228379282475
513,24445.88104105,513,52275.7055417143,513,20546,513,0.466385965975723
514,22812.5502140045,514,48701.7264302435,514,19090,514,0.467136690556681
515,21264.6388306618,515,45462.1817925412,515,17718,515,0.466491644149676
516,20249.0952441215,516,43223.8434634617,516,16794,516,0.467191470943043
517,18829.6545367241,517,40220.506564476,517,15546,517,0.46689312233375
518,17881.4213914871,518,38188.2603940379,518,14696,518,0.466973388902573
519,16710.2542863846,519,35729.5779296277,519,13672,519,0.466437152726625
520,15628.3501467705,520,33398.6932026937,520,12730,520,0.466674065638156
521,14726.9535827637,521,31455.4543635881,521,11940,521,0.466916095775192
522,13577.4238533974,522,28996.3605197173,522,10958,522,0.466975176469662
523,13173.1038279533,523,28129.2588496811,523,10582,523,0.467033237877051
524,11968.5564117432,524,25580.5736045318,524,9572,524,0.466619964649358
525,11647.2866811752,525,24872.0512307646,525,9272,525,0.467015941467923
526,10793.9205223084,526,23068.9458108083,526,8552,526,0.466640679408611
527,10308.3948148727,527,22016.4091377751,527,8128,527,0.466944739001022
528,9971.06884803772,528,21311.3591725007,528,7824,528,0.466619004299348
529,8942.73342370987,529,19079.2081997037,529,6986,529,0.467427960804659
530,8669.18774414063,530,18530.1008385838,530,6740,530,0.466587955906958
531,7982.73672852516,531,17031.6018158924,531,6174,531,0.467413804654233
532,7664.59074878693,532,16382.2907967055,532,5896,532,0.466602177288706
533,7631.70515055657,533,16288.7973257618,533,5838,533,0.46724372580915
534,6645.56976623535,534,14204.8411764629,534,5060,534,0.466582992795218
535,6579.0292494297,535,14035.5564190069,535,4982,535,0.467451071765933
536,6460.20644536018,536,13804.7271263404,536,4862,536,0.466710276078742
537,5908.28939538002,537,12607.0155780373,537,4422,537,0.467365145712404
538,5891.14622731209,538,12592.7703026176,538,4382,538,0.466565034917603
539,5371.37965111733,539,11467.9366525397,539,3974,539,0.467106669652972
540,5451.33349657059,540,11649.3179988988,540,4008,540,0.466693349504504
541,4939.03309421539,541,10535.9310970631,541,3612,541,0.467489339281963
542,4625.52830200195,542,9883.89424609267,542,3364,542,0.466725505494214
543,4383.22250638008,543,9356.73325798061,543,3170,543,0.467178000865901
544,4385.22204275131,544,9363.01583393866,544,3152,544,0.467080993117123
545,4137.68369364738,545,8836.99218737645,545,2958,545,0.46695331138848
546,3873.06219305992,546,8269.19060231603,546,2754,546,0.467097226942357
547,3644.94919056892,547,7782.92084716899,547,2578,547,0.467053001250832
548,3609.91798453331,548,7706.80181520121,548,2538,548,0.467130111539224
549,3510.29660353661,549,7495.22842711558,549,2454,549,0.467063460196771
550,3277.716984272,550,6991.16503815133,550,2280,550,0.467544289422349
